Juny 2020														
Dia	Hora	Temperatura modul	Irradiación (W/m2)	Isc en la radiación (A)	Isc a la temperatura (A)	Voc en la temperatura (V)	Imp temp (A)	Vmp temp (V)	P unitaria temp (W)	Potencia parque calculada con temperatura (kW)	Potencia instantanea inversors (kW)	Diferencia inversors vs Pcalculada	Potencia instanea a comptador	PR  %
19/06/2020	14:45	55	943,75	8,2578125	8,4888125	33,80832	7,8048125	27,01088	210,8148539	1821,440337	1551,529999	-14,82%	1511,500525	82,98%
19/06/2020	14:50	55	941,25	8,2359375	8,4669375	33,80832	7,7841375	27,01088	210,2564039	1816,61533	1561,119995	-14,06%	1520,843099	83,72%
19/06/2020	14:55	56	946,25	8,2796875	8,5183875	33,675264	7,8254875	26,904576	210,5414232	1819,077896	1567,540009	-13,83%	1527,097477	83,95%
19/06/2020	15:00	54	940	8,225	8,4483	33,941376	7,7738	27,117184	210,803565	1821,342801	1557,75	-14,47%	1517,56005	83,32%
19/06/2020	15:05	55	941,25	8,2359375	8,4669375	33,80832	7,7841375	27,01088	210,2564039	1816,61533	1551,769988	-14,58%	1511,734322	83,22%
19/06/2020	15:10	55	935	8,18125	8,41225	33,80832	7,73245	27,01088	208,8602791	1804,552811	1545,829987	-14,34%	1505,947573	83,45%
19/06/2020	15:15	57	923,75	8,0828125	8,3292125	33,542208	7,6394125	26,798272	204,7230541	1768,807187	1516,300018	-14,28%	1477,179478	83,51%
19/06/2020	15:20	56	921,25	8,0609375	8,2996375	33,675264	7,6187375	26,904576	204,9789021	1771,017714	1515,760009	-14,41%	1476,653401	83,38%
19/06/2020	15:25	56	921,25	8,0609375	8,2996375	33,675264	7,6187375	26,904576	204,9789021	1771,017714	1516,679993	-14,36%	1477,549649	83,43%
19/06/2020	15:30	56	910	7,9625	8,2012	33,675264	7,5257	26,904576	202,4757676	1749,390632	1506,860015	-13,86%	1467,983027	83,91%
19/06/2020	15:35	56	902,5	7,896875	8,135575	33,675264	7,463675	26,904576	200,8070113	1734,972577	1497,880005	-13,67%	1459,234701	84,11%
19/06/2020	15:40	57	900	7,875	8,1214	33,542208	7,443	26,798272	199,4595385	1723,330413	1484,509979	-13,86%	1446,209622	83,92%
19/06/2020	15:45	57	895	7,83125	8,07765	33,542208	7,40165	26,798272	198,3514299	1713,756355	1481,73999	-13,54%	1443,511098	84,23%
19/06/2020	15:50	55	888,75	7,7765625	8,0075625	33,80832	7,3499625	27,01088	198,5289551	1715,290172	1473,149994	-14,12%	1435,142724	83,67%
19/06/2020	15:55	55	877,5	7,678125	7,909125	33,80832	7,256925	27,01088	196,0159303	1693,577638	1452,089996	-14,26%	1414,626074	83,53%
19/06/2020	16:00	55	871,25	7,6234375	7,8544375	33,80832	7,2052375	27,01088	194,6198055	1681,515119	1442,23999	-14,23%	1405,030198	83,56%
19/06/2020	16:05	54	865	7,56875	7,79205	33,941376	7,15355	27,117184	193,9841316	1676,022897	1447,409973	-13,64%	1410,066796	84,13%
19/06/2020	16:10	55	858,75	7,5140625	7,7450625	33,80832	7,1018625	27,01088	191,8275558	1657,390082	1434,380005	-13,46%	1397,373001	84,31%
19/06/2020	16:15	55	845	7,39375	7,62475	33,80832	6,98815	27,01088	188,7560811	1630,85254	1411,910035	-13,43%	1375,482756	84,34%
19/06/2020	16:20	55	833,75	7,2953125	7,5263125	33,80832	6,8951125	27,01088	186,2430563	1609,140007	1392,450012	-13,47%	1356,524802	84,30%
19/06/2020	16:25	54	828,75	7,2515625	7,4748625	33,941376	6,8537625	27,117184	185,8547388	1605,784943	1389,959991	-13,44%	1354,099023	84,33%
19/06/2020	16:30	54	815	7,13125	7,35455	33,941376	6,74005	27,117184	182,771176	1579,142961	1363,50003	-13,66%	1328,321729	84,12%
19/06/2020	16:35	55	797,5	6,978125	7,209125	33,80832	6,595325	27,01088	178,1455321	1539,177398	1332,139983	-13,45%	1297,770771	84,32%
19/06/2020	16:40	55	792,5	6,934375	7,165375	33,80832	6,553975	27,01088	177,0286322	1529,527383	1329,920014	-13,05%	1295,608078	84,71%
19/06/2020	16:45	53	780	6,825	7,0406	34,074432	6,4506	27,223488	175,6078317	1517,251666	1320,200012	-12,99%	1286,138852	84,77%
19/06/2020	16:50	53	773,75	6,7703125	6,9859125	34,074432	6,3989125	27,223488	174,2007177	1505,094201	1307,269989	-13,14%	1273,542423	84,62%
19/06/2020	16:55	51	755	6,60625	6,80645	34,340544	6,24385	27,436096	171,306868	1480,09134	1293,440002	-12,61%	1260,06925	85,13%
19/06/2020	17:00	52	742,5	6,496875	6,704775	34,207488	6,140475	27,329792	167,8179045	1449,946695	1263,550018	-12,86%	1230,950428	84,90%
19/06/2020	17:05	52	726,25	6,3546875	6,5625875	34,207488	6,0060875	27,329792	164,1451221	1418,213855	1235,519989	-12,88%	1203,643573	84,87%
19/06/2020	17:10	51	715	6,25625	6,45645	34,340544	5,91305	27,436096	162,2310075	1401,675904	1217,820007	-13,12%	1186,400251	84,64%
19/06/2020	17:15	51	708,75	6,2015625	6,4017625	34,340544	5,8613625	27,436096	160,8129042	1389,423493	1211,370026	-12,81%	1180,116679	84,94%
19/06/2020	17:20	51	693,75	6,0703125	6,2705125	34,340544	5,7373125	27,436096	157,4094565	1360,017704	1188,899993	-12,58%	1158,226373	85,16%
19/06/2020	17:25	51	678,75	5,9390625	6,1392625	34,340544	5,6132625	27,436096	154,0060088	1330,611916	1162,109986	-12,66%	1132,127548	85,08%
19/06/2020	17:30	50	663,75	5,8078125	6,0003125	34,4736	5,4892125	27,5424	151,1860864	1306,247786	1134,639984	-13,14%	1105,366272	84,62%
19/06/2020	17:35	49	645	5,64375	5,82855	34,606656	5,33415	27,648704	147,4823344	1274,24737	1109,749969	-12,91%	1081,11842	84,84%
19/06/2020	17:40	49	632,5	5,534375	5,719175	34,606656	5,230775	27,648704	144,6241497	1249,552653	1088,940003	-12,85%	1060,845351	84,90%
19/06/2020	17:45	48	620	5,425	5,6021	34,739712	5,1274	27,755008	142,311028	1229,567282	1064,450012	-13,43%	1036,987202	84,34%
19/06/2020	17:50	48	593,75	5,1953125	5,3724125	34,739712	4,9103125	27,755008	136,2857627	1177,50899	1028,330001	-12,67%	1001,799087	85,08%
19/06/2020	17:55	47	576,25	5,0421875	5,2115875	34,872768	4,7655875	27,861312	132,7755202	1147,180495	988,399979	-13,84%	962,8992595	83,94%
19/06/2020	18:00	46	561,25	4,9109375	5,0726375	35,005824	4,6415375	27,967616	129,8127384	1121,58206	970,880005	-13,44%	945,8313009	84,33%
19/06/2020	18:05	45	543,75	4,7578125	4,9118125	35,13888	4,4968125	28,07392	126,2431544	1090,740854	937,500015	-14,05%	913,3125146	83,73%
19/06/2020	18:10	44	527,5	4,615625	4,761925	35,271936	4,362425	28,180224	122,9341137	1062,150742	912,539994	-14,09%	888,9964622	83,70%
19/06/2020	18:15	44	513,75	4,4953125	4,6416125	35,271936	4,2487125	28,180224	119,72967	1034,464348	891,130005	-13,86%	868,1388509	83,92%
19/06/2020	18:20	44	495	4,33125	4,47755	35,271936	4,09365	28,180224	115,359974	996,7101752	852,409989	-14,48%	830,4178113	83,32%
19/06/2020	18:25	43	471,25	4,1234375	4,2620375	35,404992	3,8972375	28,286528	110,2393177	952,4677046	816,900009	-14,23%	795,8239888	83,55%
19/06/2020	18:30	43	455	3,98125	4,11985	35,404992	3,76285	28,286528	106,4379619	919,6239907	791,389999	-13,94%	770,972137	83,84%
19/06/2020	18:35	42	437,5	3,828125	3,959025	35,538048	3,618125	28,392832	102,7288153	887,576964	758,179993	-14,58%	738,6189492	83,22%
19/06/2020	18:40	41	417,5	3,653125	3,776325	35,671104	3,452725	28,499136	98,39967935	850,1732295	724,37999	-14,80%	705,6909863	83,01%
19/06/2020	18:45	40	398,75	3,4890625	3,6045625	35,80416	3,2976625	28,60544	94,33108678	815,0205898	687,419998	-15,66%	669,6845621	82,17%
19/06/2020	18:50	41	382,5	3,346875	3,470075	35,671104	3,163275	28,499136	90,15060443	778,9012223	657,599992	-15,57%	640,6339122	82,25%
19/06/2020	18:55	40	363,75	3,1828125	3,2983125	35,80416	3,0082125	28,60544	86,05124218	743,4827324	625,830002	-15,82%	609,6835879	82,00%
19/06/2020	19:00	40	345	3,01875	3,13425	35,80416	2,85315	28,60544	81,61561114	705,1588802	584,279999	-17,14%	569,205575	80,72%
19/06/2020	19:05	39	325	2,84375	2,95155	35,937216	2,68775	28,711744	77,16998994	666,748713	545,550018	-18,18%	531,4748275	79,71%
19/06/2020	19:10	39	306,25	2,6796875	2,7874875	35,937216	2,5326875	28,711744	72,71787513	628,2824411	516,370011	-17,81%	503,0476647	80,07%
19/06/2020	19:15	38	286,25	2,5046875	2,6047875	36,070272	2,3672875	28,818048	68,2206048	589,4260255	485,570001	-17,62%	473,042295	80,25%
19/06/2020	19:20	37	270	2,3625	2,4549	36,203328	2,2329	28,924352	64,58518558	558,0160034	454,830002	-18,49%	443,0953879	79,41%
19/06/2020	19:25	36	241,25	2,1109375	2,1956375	36,336384	1,9951375	29,030656	57,92015044	500,4300998	413,199998	-17,43%	402,5394381	80,44%
19/06/2020	19:30	36	231,25	2,0234375	2,1081375	36,336384	1,9124375	29,030656	55,51931518	479,6868832	384,430001	-19,86%	374,511707	78,07%
19/06/2020	19:35	35	203,75	1,7828125	1,8598125	36,46944	1,6850125	29,13696	49,09614181	424,1906653	348,479995	-17,85%	339,4892111	80,03%
19/06/2020	19:40	35	187,5	1,640625	1,717625	36,46944	1,550625	29,13696	45,1804986	390,3595079	317,579994	-18,64%	309,3864302	79,26%
19/06/2020	19:45	34	170	1,4875	1,5568	36,602496	1,4059	29,243264	41,11310486	355,217226	285,699997	-19,57%	278,3289371	78,35%
19/06/2020	19:50	33	160	1,4	1,4616	36,735552	1,3232	29,349568	38,83534838	335,53741	252,329998	-24,80%	245,8198841	73,26%
19/06/2020	19:55	33	141,25	1,2359375	1,2975375	36,735552	1,1681375	29,349568	34,28433099	296,2166198	221,530002	-25,21%	215,8145279	72,86%
19/06/2020	20:00	32	125	1,09375	1,14765	36,868608	1,03375	29,455872	30,45000768	263,0880664	195,720001	-25,61%	190,670425	72,47%
19/06/2020	20:05	31	110	0,9625	1,0087	37,001664	0,9097	29,562176	26,89271151	232,3530274	169,66	-26,98%	165,282772	71,13%
19/06/2020	20:10	30	93,75	0,8203125	0,8588125	37,13472	0,7753125	29,66848	23,0023434	198,740247	141,279999	-28,91%	137,634975	69,25%
19/06/2020	20:15	30	80	0,7	0,7385	37,13472	0,6616	29,66848	19,62866637	169,5916774	121,309999	-28,47%	118,180201	69,69%
19/06/2020	20:20	29	67,5	0,590625	0,621425	37,267776	0,558225	29,774784	16,6210288	143,6056888	102,68	-28,50%	100,030856	69,66%
19/06/2020	20:25	29	55	0,48125	0,51205	37,267776	0,45485	29,774784	13,5430605	117,0120427	86,529999	-26,05%	84,29752503	72,04%
19/06/2020	20:30	28	43,75	0,3828125	0,4059125	37,400832	0,3618125	29,881088	10,81135115	93,41007395	71,230002	-23,74%	69,39226795	74,29%
19/06/2020	20:35	28	33,75	0,2953125	0,3184125	37,400832	0,2791125	29,881088	8,340185174	72,05919991	62,829999	-12,81%	61,20898503	84,94%
19/06/2020	20:40	27	27,5	0,240625	0,256025	37,533888	0,227425	29,987392	6,819882626	58,92378589	54,33	-7,80%	52,928286	89,82%
19/06/2020	20:45	27	0	0	0	37,533888	0	29,987392	0	0	45,28	0,00%	44,111776	0,00%
19/06/2020	20:50	26	0	0	0	37,666944	0	30,093696	0	0	42,15	0,00%	41,06253	0,00%
19/06/2020	20:55	26	0	0	0	37,666944	0	30,093696	0	0	39,02	0,00%	38,013284	0,00%
19/06/2020	21:00	25	0	0	0	37,8	0	30,2	0	0	33,08	0,00%	32,226536	0,00%
19/06/2020	21:05	25	0	0	0	37,8	0	30,2	0	0	34,95	0,00%	34,04829	0,00%
19/06/2020	21:10	24	0	0	0	37,933056	0	30,306304	0	0	25,71	0,00%	25,046682	0,00%
19/06/2020	21:15	24	0	0	0	37,933056	0	30,306304	0	0	26,03	0,00%	25,358426	0,00%
19/06/2020	21:20	24	0	0	0	37,933056	0	30,306304	0	0	20,64	0,00%	20,107488	0,00%
19/06/2020	21:25	23	0	0	0	38,066112	0	30,412608	0	0	17,35	0,00%	16,90237	0,00%
19/06/2020	21:30	23	0	0	0	38,066112	0	30,412608	0	0	9,12	0,00%	8,884704	0,00%
19/06/2020	21:35	22	0	0	0	38,199168	0	30,518912	0	0	6,76	0,00%	6,585592	0,00%
19/06/2020	21:40	22	0	0	0	38,199168	0	30,518912	0	0	1,89	0,00%	1,841238	0,00%
19/06/2020	21:45	21	0	0	0	38,332224	0	30,625216	0	0	0,22	0,00%	0,214324	0,00%
19/06/2020	21:50	21	0	0	0	38,332224	0	30,625216	0	0	0	0,00%	0	0,00%
19/06/2020	21:55	20	0	0	0	38,46528	0	30,73152	0	0	0	0,00%	0	0,00%
19/06/2020	22:00	20	0	0	0	38,46528	0	30,73152	0	0	0	0,00%	0	0,00%
19/06/2020	22:05	20	0	0	0	38,46528	0	30,73152	0	0	0	0,00%	0	0,00%
19/06/2020	22:10	20	0	0	0	38,46528	0	30,73152	0	0	0	0,00%	0	0,00%
19/06/2020	22:15	19	0	0	0	38,598336	0	30,837824	0	0	0	0,00%	0	0,00%
19/06/2020	22:20	19	0	0	0	38,598336	0	30,837824	0	0	0	0,00%	0	0,00%
19/06/2020	22:25	19	0	0	0	38,598336	0	30,837824	0	0	0	0,00%	0	0,00%
19/06/2020	22:30	18	0	0	0	38,731392	0	30,944128	0	0	0	0,00%	0	0,00%
19/06/2020	22:35	18	0	0	0	38,731392	0	30,944128	0	0	0	0,00%	0	0,00%
19/06/2020	22:40	18	0	0	0	38,731392	0	30,944128	0	0	0	0,00%	0	0,00%
19/06/2020	22:45	18	0	0	0	38,731392	0	30,944128	0	0	0	0,00%	0	0,00%
19/06/2020	22:50	17	0	0	0	38,864448	0	31,050432	0	0	0	0,00%	0	0,00%
19/06/2020	22:55	17	0	0	0	38,864448	0	31,050432	0	0	0	0,00%	0	0,00%
19/06/2020	23:00	17	0	0	0	38,864448	0	31,050432	0	0	0	0,00%	0	0,00%
19/06/2020	23:05	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:10	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:15	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:20	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:25	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:30	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:35	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:40	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
19/06/2020	23:45	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
19/06/2020	23:50	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
19/06/2020	23:55	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:00	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:05	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:10	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:15	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:20	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:25	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:30	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:35	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:40	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:45	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
20/06/2020	0:50	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	0:55	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:00	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:05	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:10	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:15	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:20	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:25	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:30	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:35	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
20/06/2020	1:40	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	1:45	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	1:50	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	1:55	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:00	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:05	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:10	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:15	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:20	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:25	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:30	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:35	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:40	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	2:45	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:50	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	2:55	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:00	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:05	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:10	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:15	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:20	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:25	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
20/06/2020	3:30	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:35	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:40	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:45	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:50	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	3:55	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	4:00	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	4:05	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	4:10	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	4:15	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:20	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:25	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
20/06/2020	4:30	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:35	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:40	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:45	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:50	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	4:55	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:00	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:05	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:10	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:15	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:20	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:25	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:30	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:35	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	5:40	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	5:45	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	5:50	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	5:55	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:00	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:05	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:10	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:15	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:20	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:25	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:30	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:35	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:40	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:45	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:50	10	0	0	0	39,79584	0	31,79456	0	0	0	0,00%	0	0,00%
20/06/2020	6:55	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	7:00	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	7:05	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
20/06/2020	7:10	11	0	0	0	39,662784	0	31,688256	0	0	4,76	0,00%	4,637192	0,00%
20/06/2020	7:15	11	0	0	0	39,662784	0	31,688256	0	0	12,62	0,00%	12,294404	0,00%
20/06/2020	7:20	11	0	0	0	39,662784	0	31,688256	0	0	18,26	0,00%	17,788892	0,00%
20/06/2020	7:25	11	0	0	0	39,662784	0	31,688256	0	0	21,88	0,00%	21,315496	0,00%
20/06/2020	7:30	12	0	0	0	39,529728	0	31,581952	0	0	27,62	0,00%	26,907404	0,00%
20/06/2020	7:35	12	0	0	0	39,529728	0	31,581952	0	0	31,01	0,00%	30,209942	0,00%
20/06/2020	7:40	12	0	0	0	39,529728	0	31,581952	0	0	35,84	0,00%	34,915328	0,00%
20/06/2020	7:45	12	0	0	0	39,529728	0	31,581952	0	0	39,05	0,00%	38,04251	0,00%
20/06/2020	7:50	13	0	0	0	39,396672	0	31,475648	0	0	37,37	0,00%	36,405854	0,00%
20/06/2020	7:55	13	0	0	0	39,396672	0	31,475648	0	0	46,57	0,00%	45,368494	0,00%
20/06/2020	8:00	13	0	0	0	39,396672	0	31,475648	0	0	47	0,00%	45,7874	0,00%
20/06/2020	8:05	14	0	0	0	39,263616	0	31,369344	0	0	54,78	0,00%	53,366676	0,00%
20/06/2020	8:10	14	0	0	0	39,263616	0	31,369344	0	0	63,529999	0,00%	61,89092503	0,00%
20/06/2020	8:15	15	0	0	0	39,13056	0	31,26304	0	0	78,460001	0,00%	76,43573297	0,00%
20/06/2020	8:20	16	0	0	0	38,997504	0	31,156736	0	0	89,769998	0,00%	87,45393205	0,00%
20/06/2020	8:25	16	0	0	0	38,997504	0	31,156736	0	0	115,44	0,00%	112,461648	0,00%
20/06/2020	8:30	17	0	0	0	38,864448	0	31,050432	0	0	138,149998	0,00%	134,5857281	0,00%
20/06/2020	8:35	17	0	0	0	38,864448	0	31,050432	0	0	152,619999	0,00%	148,682403	0,00%
20/06/2020	8:40	18	0	0	0	38,731392	0	30,944128	0	0	170,269996	0,00%	165,8770301	0,00%
20/06/2020	8:45	19	0	0	0	38,598336	0	30,837824	0	0	190,380002	0,00%	185,4681979	0,00%
20/06/2020	8:50	20	18,75	0,1640625	0,1255625	38,46528	0,1550625	30,73152	4,76530632	41,1722466	217,66	428,66%	212,044372	515,02%
20/06/2020	8:55	22	20	0,175	0,1519	38,199168	0,1654	30,518912	5,047828045	43,61323431	249,669997	472,46%	243,2285111	557,69%
20/06/2020	9:00	23	21,25	0,1859375	0,1705375	38,066112	0,1757375	30,412608	5,344635698	46,17765243	278,660011	503,45%	271,4705827	587,88%
20/06/2020	9:05	23	20	0,175	0,1596	38,066112	0,1654	30,412608	5,030245363	43,46131994	314	622,48%	305,8988	703,84%
20/06/2020	9:10	25	23,75	0,2078125	0,2078125	37,8	0,1964125	30,2	5,9316575	51,2495208	351,340004	585,55%	342,2754319	667,86%
20/06/2020	9:15	26	31,25	0,2734375	0,2811375	37,666944	0,2584375	30,093696	7,77733956	67,1962138	385,810006	474,15%	375,8561078	559,34%
20/06/2020	9:20	27	65	0,56875	0,58415	37,533888	0,53755	29,987392	16,11972257	139,274403	418,889999	200,77%	408,082637	293,01%
20/06/2020	9:25	28	111,25	0,9734375	0,9965375	37,400832	0,9200375	29,881088	27,4917215	237,5284738	454,920005	91,52%	443,1830689	186,58%
20/06/2020	9:30	29	162,5	1,421875	1,452675	37,267776	1,343875	29,774784	40,01358785	345,717399	487,880005	41,12%	475,2927009	137,48%
20/06/2020	9:35	30	213,75	1,8703125	1,9088125	37,13472	1,7677125	29,66848	52,44534295	453,1277631	521,810012	15,16%	508,3473137	112,19%
20/06/2020	9:40	31	268,75	2,3515625	2,3977625	37,001664	2,2225625	29,562176	65,7037838	567,680692	560,080001	-1,34%	545,629937	96,12%
20/06/2020	9:45	32	312,5	2,734375	2,788275	36,868608	2,584375	29,455872	76,1250192	657,7201659	590,600006	-10,20%	575,3625258	87,48%
20/06/2020	9:50	32	337,5	2,953125	3,007025	36,868608	2,791125	29,455872	82,21502074	710,3377792	626,609986	-11,79%	610,4434484	85,94%
