Juny 2020														
Dia	Hora	Temperatura modul	Irradiación (W/m2)	Isc en la radiación (A)	Isc a la temperatura (A)	Voc en la temperatura (V)	Imp temp (A)	Vmp temp (V)	P unitaria temp (W)	Potencia parque calculada con temperatura (kW)	Potencia instantanea inversors (kW)	Diferencia inversors vs Pcalculada	Potencia instanea a comptador	PR  %
1/6/2020	0:05	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:10	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:15	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:20	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:25	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:30	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:35	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
1/6/2020	0:40	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
1/6/2020	0:45	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:50	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	0:55	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
1/6/2020	1:00	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:05	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
1/6/2020	1:10	16	0	0	0	38,997504	0	31,156736	0	0	0	0,00%	0	0,00%
1/6/2020	1:15	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:20	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:25	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:30	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:35	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:40	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:45	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:50	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	1:55	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:00	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:05	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:10	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:15	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:20	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:25	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:30	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:35	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:40	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:45	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:50	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	2:55	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:00	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:05	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:10	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:15	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:20	15	0	0	0	39,13056	0	31,26304	0	0	0	0,00%	0	0,00%
1/6/2020	3:25	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:30	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:35	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:40	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:45	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:50	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	3:55	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	4:00	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	4:05	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	4:10	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:15	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:20	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:25	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:30	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:35	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:40	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:45	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:50	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	4:55	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:00	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:05	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:10	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
1/6/2020	5:15	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:20	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:25	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	5:30	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
1/6/2020	5:35	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
1/6/2020	5:40	11	0	0	0	39,662784	0	31,688256	0	0	0	0,00%	0	0,00%
1/6/2020	5:45	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	5:50	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	5:55	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:00	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:05	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:10	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:15	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:20	14	0	0	0	39,263616	0	31,369344	0	0	0	0,00%	0	0,00%
1/6/2020	6:25	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:30	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:35	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:40	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:45	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:50	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	6:55	13	0	0	0	39,396672	0	31,475648	0	0	0	0,00%	0	0,00%
1/6/2020	7:00	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	7:05	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	7:10	12	0	0	0	39,529728	0	31,581952	0	0	0	0,00%	0	0,00%
1/6/2020	7:15	13	0	0	0	39,396672	0	31,475648	0	0	13,26	0,00%	12,917892	0,00%
1/6/2020	7:20	13	0	0	0	39,396672	0	31,475648	0	0	20,44	0,00%	19,912648	0,00%
1/6/2020	7:25	14	0	0	0	39,263616	0	31,369344	0	0	29,42	0,00%	28,660964	0,00%
1/6/2020	7:30	14	0	0	0	39,263616	0	31,369344	0	0	41,73	0,00%	40,653366	0,00%
1/6/2020	7:35	14	0	0	0	39,263616	0	31,369344	0	0	47,71	0,00%	46,479082	0,00%
1/6/2020	7:40	14	0	0	0	39,263616	0	31,369344	0	0	53,39	0,00%	52,012538	0,00%
1/6/2020	7:45	14	0	0	0	39,263616	0	31,369344	0	0	56,3	0,00%	54,84746	0,00%
1/6/2020	7:50	15	0	0	0	39,13056	0	31,26304	0	0	57,06	0,00%	55,587852	0,00%
1/6/2020	7:55	15	0	0	0	39,13056	0	31,26304	0	0	59,01	0,00%	57,487542	0,00%
1/6/2020	8:00	15	0	0	0	39,13056	0	31,26304	0	0	55,38	0,00%	53,951196	0,00%
1/6/2020	8:05	15	0	0	0	39,13056	0	31,26304	0	0	53,03	0,00%	51,661826	0,00%
1/6/2020	8:10	15	0	0	0	39,13056	0	31,26304	0	0	70,66	0,00%	68,836972	0,00%
1/6/2020	8:15	15	0	0	0	39,13056	0	31,26304	0	0	72,469999	0,00%	70,60027303	0,00%
1/6/2020	8:20	15	27,5	0,240625	0,163625	39,13056	0,227425	31,26304	7,109996872	61,43037297	124,629996	102,88%	121,4145421	197,65%
1/6/2020	8:25	16	30	0,2625	0,1932	38,997504	0,2481	31,156736	7,729986202	66,78708078	150,160001	124,83%	146,285873	219,03%
1/6/2020	8:30	16	27,5	0,240625	0,171325	38,997504	0,227425	31,156736	7,085820685	61,22149072	161,669994	164,07%	157,4989082	257,26%
1/6/2020	8:35	17	25	0,21875	0,15715	38,864448	0,20675	31,050432	6,419676816	55,46600769	165,139999	197,73%	160,879387	290,05%
1/6/2020	8:40	17	27,5	0,240625	0,179025	38,864448	0,227425	31,050432	7,061644498	61,01260846	149,09	144,36%	145,243478	238,05%
1/6/2020	8:45	18	33,75	0,2953125	0,2414125	38,731392	0,2791125	30,944128	8,636892926	74,62275488	215,519997	188,81%	209,9595811	281,36%
1/6/2020	8:50	19	35	0,30625	0,26005	38,598336	0,28945	30,837824	8,926008157	77,12071047	242,890004	214,95%	236,6234419	306,82%
1/6/2020	8:55	19	35	0,30625	0,26005	38,598336	0,28945	30,837824	8,926008157	77,12071047	249,919993	224,06%	243,4720572	315,70%
1/6/2020	9:00	20	37,5	0,328125	0,289625	38,46528	0,310125	30,73152	9,53061264	82,34449321	292,760003	255,53%	285,2067949	346,36%
1/6/2020	9:05	21	38,75	0,3390625	0,3082625	38,332224	0,3204625	30,625216	9,814233282	84,79497556	323,020004	280,94%	314,6860879	371,11%
1/6/2020	9:10	22	42,5	0,371875	0,348775	38,199168	0,351475	30,518912	10,7266346	92,6781229	356,839996	285,03%	347,6335241	375,10%
1/6/2020	9:15	24	50	0,4375	0,4298	37,933056	0,4135	30,306304	12,5316567	108,2735139	398,029999	267,62%	387,760825	358,13%
1/6/2020	9:20	25	77,5	0,678125	0,678125	37,8	0,640925	30,2	19,355935	167,2352784	431,18	157,83%	420,055556	251,18%
1/6/2020	9:25	27	123,75	1,0828125	1,0982125	37,533888	1,0234125	29,987392	30,68947182	265,1570365	474,739998	79,04%	462,4917061	174,42%
1/6/2020	9:30	27	166,25	1,4546875	1,4700875	37,533888	1,3748875	29,987392	41,22929042	356,2210692	502,630012	41,10%	489,6621577	137,46%
1/6/2020	9:35	29	215	1,88125	1,91205	37,267776	1,77805	29,774784	52,94105469	457,4107125	545,339996	19,22%	531,2702241	116,15%
1/6/2020	9:40	30	262,5	2,296875	2,335375	37,13472	2,170875	29,66848	64,40656152	556,4726915	575,960008	3,50%	561,1002398	100,83%
1/6/2020	9:45	31	305	2,66875	2,71495	37,001664	2,52235	29,562176	74,56615463	644,251576	600,39	-6,81%	584,899938	90,79%
1/6/2020	9:50	33	411,25	3,5984375	3,6600375	36,735552	3,4010375	29,349568	99,81898138	862,4359991	799,589996	-7,29%	778,9605741	90,32%
1/6/2020	9:55	35	385	3,36875	3,44575	36,46944	3,18395	29,13696	92,77062379	801,5381896	729,039979	-9,04%	710,2307475	88,61%
1/6/2020	10:00	34	203,75	1,7828125	1,8521125	36,602496	1,6850125	29,243264	49,27526538	425,7382929	407,129997	-4,37%	396,6260431	93,16%
1/6/2020	10:05	32	217,5	1,903125	1,957025	36,868608	1,798725	29,455872	52,98301336	457,7732355	435,869995	-4,78%	424,6245491	92,76%
1/6/2020	10:10	31	226,25	1,9796875	2,0258875	37,001664	1,8710875	29,562176	55,31341799	477,9079314	449,390007	-5,97%	437,7957448	91,61%
1/6/2020	10:15	30	298,75	2,6140625	2,6525625	37,13472	2,4706625	29,66848	73,30080097	633,3189204	601,659988	-5,00%	586,1371603	92,55%
1/6/2020	10:20	30	178,75	1,5640625	1,6025625	37,13472	1,4782625	29,66848	43,85780142	378,9314042	363,480004	-4,08%	354,1022199	93,45%
1/6/2020	10:25	29	202,5	1,771875	1,802675	37,267776	1,674675	29,774784	49,8630864	430,8170665	403,730004	-6,29%	393,3137699	91,29%
1/6/2020	10:30	29	376,25	3,2921875	3,3229875	37,267776	3,1115875	29,774784	92,64684571	800,4687469	725,279999	-9,39%	706,567775	88,27%
1/6/2020	10:35	32	435	3,80625	3,86015	36,868608	3,59745	29,455872	105,9660267	915,5464709	842,669998	-7,96%	820,9291121	89,67%
1/6/2020	10:40	36	646,25	5,6546875	5,7393875	36,336384	5,3444875	29,030656	155,1539781	1340,530371	1159,939973	-13,47%	1130,013522	84,30%
1/6/2020	10:45	40	546,25	4,7796875	4,8951875	35,80416	4,5174875	28,60544	129,2247176	1116,50156	1009,239975	-9,61%	983,2015836	88,06%
1/6/2020	10:50	40	475	4,15625	4,27175	35,80416	3,92825	28,60544	112,3693197	970,870922	875,209991	-9,85%	852,6295732	87,82%
1/6/2020	10:55	38	305	2,66875	2,76885	36,070272	2,52235	28,818048	72,68920337	628,0347171	595,470001	-5,19%	580,106875	92,37%
1/6/2020	11:00	36	361,25	3,1609375	3,2456375	36,336384	2,9875375	29,030656	86,73017345	749,3486986	616,350007	-17,75%	600,4481768	80,13%
1/6/2020	11:05	36	313,75	2,7453125	2,8300125	36,336384	2,5947125	29,030656	75,32620601	650,8184199	621,710007	-4,47%	605,6698888	93,06%
1/6/2020	11:10	36	336,25	2,9421875	3,0268875	36,336384	2,7807875	29,030656	80,72808532	697,4906572	644,789993	-7,56%	628,1544112	90,06%
1/6/2020	11:15	34	402,5	3,521875	3,591175	36,602496	3,328675	29,243264	97,3413218	841,0290203	781,75	-7,05%	761,58085	90,55%
1/6/2020	11:20	34	428,75	3,7515625	3,8208625	36,602496	3,5457625	29,243264	103,6896689	895,878739	784,540008	-12,43%	764,2988758	85,31%
1/6/2020	11:25	34	423,75	3,7078125	3,7771125	36,602496	3,5044125	29,243264	102,4804599	885,4311736	820,859987	-7,29%	799,6817993	90,32%
1/6/2020	11:30	34	328,75	2,8765625	2,9458625	36,602496	2,7187625	29,243264	79,50548954	686,9274296	630,319993	-8,24%	614,0577372	89,39%
1/6/2020	11:35	34	396,25	3,4671875	3,5364875	36,602496	3,2769875	29,243264	95,82981059	827,9695635	750,809998	-9,32%	731,4391001	88,34%
1/6/2020	11:40	34	383,75	3,3578125	3,4271125	36,602496	3,1736125	29,243264	92,80678817	801,8506498	722,509994	-9,89%	703,8692362	87,78%
1/6/2020	11:45	35	443,75	3,8828125	3,9598125	36,46944	3,6698125	29,13696	106,92718	923,8508354	841,570007	-8,91%	819,8575008	88,74%
1/6/2020	11:50	36	362,5	3,171875	3,256575	36,336384	2,997875	29,030656	87,03027786	751,9416007	672,669999	-10,54%	655,315113	87,15%
1/6/2020	11:55	36	402,5	3,521875	3,606575	36,336384	3,328675	29,030656	96,63361886	834,914467	767,389999	-8,09%	747,591337	89,54%
1/6/2020	12:00	37	573,75	5,0203125	5,1127125	36,203328	4,7449125	28,924352	137,2435194	1185,784007	1077,089996	-9,17%	1049,301074	88,49%
1/6/2020	12:05	39	493,75	4,3203125	4,4281125	35,937216	4,0833125	28,711744	117,2390232	1012,94516	921,199997	-9,06%	897,4330371	88,60%
1/6/2020	12:10	39	547,5	4,790625	4,898425	35,937216	4,527825	28,711744	130,0017523	1123,21514	1003,960022	-10,62%	978,0578534	87,08%
1/6/2020	12:15	40	467,5	4,090625	4,206125	35,80416	3,866225	28,60544	110,5950673	955,5413812	881,100005	-7,79%	858,3676249	89,83%
1/6/2020	12:20	38	431,25	3,7734375	3,8735375	36,070272	3,5664375	28,818048	102,7777671	887,9999074	807,319992	-9,09%	786,4911362	88,57%
1/6/2020	12:25	38	397,5	3,478125	3,578225	36,070272	3,287325	28,818048	94,73428964	818,5042625	741,530015	-9,40%	722,3985406	88,26%
1/6/2020	12:30	38	620	5,425	5,5251	36,070272	5,1274	28,818048	147,7616593	1276,660736	1157,349976	-9,35%	1127,490347	88,32%
1/6/2020	12:35	41	671,25	5,8734375	5,9966375	35,671104	5,5512375	28,499136	158,2054725	1366,895282	1218,869995	-10,83%	1187,423149	86,87%
1/6/2020	12:40	44	592,5	5,184375	5,330675	35,271936	4,899975	28,180224	138,0823931	1193,031876	1060,579987	-11,10%	1033,217023	86,60%
1/6/2020	12:45	43	733,75	6,4203125	6,5589125	35,404992	6,0681125	28,286528	171,6458341	1483,020007	1332,080048	-10,18%	1297,712383	87,50%
1/6/2020	12:50	43	457,5	4,003125	4,141725	35,404992	3,783525	28,286528	107,0227859	924,6768698	833,029999	-9,91%	811,537825	87,76%
1/6/2020	12:55	40	460	4,025	4,1405	35,80416	3,8042	28,60544	108,8208148	940,2118403	838,289993	-10,84%	816,6621112	86,86%
1/6/2020	13:00	40	501,25	4,3859375	4,5014375	35,80416	4,1453375	28,60544	118,5792031	1024,524315	895,01001	-12,64%	871,9187517	85,10%
1/6/2020	13:05	42	596,25	5,2171875	5,3480875	35,538048	4,9309875	28,392832	140,0046997	1209,640605	1149,920013	-4,94%	1120,252077	92,61%
1/6/2020	13:10	44	560	4,9	5,0463	35,271936	4,6312	28,180224	130,5082534	1127,591309	1021,669998	-9,39%	995,3109121	88,27%
1/6/2020	13:15	44	840	7,35	7,4963	35,271936	6,9468	28,180224	195,7623801	1691,386964	1497,449981	-11,47%	1458,815771	86,25%
1/6/2020	13:20	46	545	4,76875	4,93045	35,005824	4,50715	27,967616	126,0542405	1089,108638	907,029998	-16,72%	883,6286241	81,13%
1/6/2020	13:25	43	792,5	6,934375	7,072975	35,404992	6,553975	28,286528	185,3891973	1601,762665	1380,26004	-13,83%	1344,649331	83,95%
1/6/2020	13:30	46	680	5,95	6,1117	35,005824	5,6236	27,967616	157,2786853	1358,887841	1128,339996	-16,97%	1099,228824	80,89%
1/6/2020	13:35	45	665	5,81875	5,97275	35,13888	5,49955	28,07392	154,3939267	1333,963527	1176,489991	-11,80%	1146,136549	85,92%
1/6/2020	13:40	49	881,25	7,7109375	7,8957375	34,606656	7,2879375	27,648704	201,5020267	1740,977511	1493,309998	-14,23%	1454,7826	83,56%
1/6/2020	13:45	53	1083,75	9,4828125	9,6984125	34,074432	8,9626125	27,223488	243,9935738	2108,104478	1743,01004	-17,32%	1698,040381	80,55%
1/6/2020	13:50	55	446,25	3,9046875	4,1356875	33,80832	3,6904875	27,01088	99,683315	861,2638416	800,580002	-7,05%	779,9250379	90,56%
1/6/2020	13:55	54	688,75	6,0265625	6,2498625	33,941376	5,6959625	27,117184	154,4584632	1334,521122	1154,27002	-13,51%	1124,489853	84,26%
1/6/2020	14:00	48	485	4,24375	4,42085	34,739712	4,01095	27,755008	111,3239493	961,8389223	807,750001	-16,02%	786,910051	81,81%
1/6/2020	14:05	46	563,75	4,9328125	5,0945125	35,005824	4,6622125	27,967616	130,3909689	1126,577971	1005,76001	-10,72%	979,8114017	86,97%
1/6/2020	14:10	49	403,75	3,5328125	3,7176125	34,606656	3,3390125	27,648704	92,31936826	797,6393418	718,030014	-9,98%	699,5048396	87,70%
1/6/2020	14:15	52	898,75	7,8640625	8,0719625	34,207488	7,4326625	27,329792	203,1331201	1755,070158	1395,329987	-20,50%	1359,330473	77,45%
1/6/2020	14:20	52	617,5	5,403125	5,611025	34,207488	5,106725	27,329792	139,5657321	1205,847925	1050,869995	-12,85%	1023,757549	84,90%
1/6/2020	14:25	51	932,5	8,159375	8,359575	34,340544	7,711775	27,436096	211,5809992	1828,059833	1287,009979	-29,60%	1253,805122	68,59%
1/6/2020	14:30	51	1037,5	9,078125	9,278325	34,340544	8,580125	27,436096	235,4051332	2033,900351	1749,950013	-13,96%	1704,801303	83,82%
1/6/2020	14:35	54	765	6,69375	6,91705	33,941376	6,32655	27,117184	171,5582204	1482,263025	1317,459991	-11,12%	1283,469523	86,59%
1/6/2020	14:40	52	998,75	8,7390625	8,9469625	34,207488	8,2596625	27,329792	225,7348581	1950,349174	1663,229981	-14,72%	1620,318647	83,08%
1/6/2020	14:45	53	966,25	8,4546875	8,6702875	34,074432	7,9908875	27,223488	217,53983	1879,544131	1599,859955	-14,88%	1558,583568	82,92%
1/6/2020	14:50	53	963,75	8,4328125	8,6484125	34,074432	7,9702125	27,223488	216,9769844	1874,681145	1595,739989	-14,88%	1554,569897	82,92%
1/6/2020	14:55	53	958,75	8,3890625	8,6046625	34,074432	7,9288625	27,223488	215,8512931	1864,955173	1594,400024	-14,51%	1553,264503	83,29%
1/6/2020	15:00	55	976,25	8,5421875	8,7731875	33,80832	8,0735875	27,01088	218,0747031	1884,165435	1590,089997	-15,61%	1549,065675	82,21%
1/6/2020	15:05	57	958,75	8,3890625	8,6354625	33,542208	7,9288625	26,798272	212,4798139	1835,825592	1565,129975	-14,75%	1524,749622	83,06%
1/6/2020	15:10	52	932,5	8,159375	8,367275	34,207488	7,711775	27,329792	210,7612067	1820,976826	1442,079987	-20,81%	1404,874323	77,15%
1/6/2020	15:15	51	753,75	6,5953125	6,7955125	34,340544	6,2335125	27,436096	171,0232474	1477,640857	774,509995	-47,58%	754,5276371	51,06%
1/6/2020	15:20	48	296,25	2,5921875	2,7692875	34,739712	2,4499875	27,755008	67,99942266	587,5150118	531,059997	-9,61%	517,3586491	88,06%
1/6/2020	15:25	45	801,25	7,0109375	7,1649375	35,13888	6,6263375	28,07392	186,0272689	1607,275603	1170,560012	-27,17%	1140,359564	70,95%
1/6/2020	15:30	49	935	8,18125	8,36605	34,606656	7,73245	27,648704	213,7922212	1847,164792	1587,26001	-14,07%	1546,308702	83,71%
1/6/2020	15:35	52	903,75	7,9078125	8,1157125	34,207488	7,4740125	27,329792	204,263207	1764,834109	1503,590026	-14,80%	1464,797403	83,00%
1/6/2020	15:40	53	875	7,65625	7,87185	34,074432	7,23625	27,223488	196,995965	1702,045138	1161,240021	-31,77%	1131,280028	66,47%
1/6/2020	15:45	49	985	8,61875	8,80355	34,606656	8,14595	27,648704	225,2249603	1945,943657	1677,570008	-13,79%	1634,288702	83,98%
1/6/2020	15:50	50	775	6,78125	6,97375	34,4736	6,40925	27,5424	176,5261272	1525,185739	1401,490021	-8,11%	1365,331578	89,52%
1/6/2020	15:55	52	912,5	7,984375	8,192275	34,207488	7,546375	27,329792	206,2408591	1781,921023	1536,449951	-13,78%	1496,809542	84,00%
1/6/2020	16:00	53	915	8,00625	8,22185	34,074432	7,56705	27,223488	206,0014949	1779,852916	1532,329987	-13,91%	1492,795873	83,87%
1/6/2020	16:05	52	935	8,18125	8,38915	34,207488	7,73245	27,329792	211,3262502	1825,858801	1549,899994	-15,11%	1509,912574	82,70%
1/6/2020	16:10	51	922,5	8,071875	8,272075	34,340544	7,629075	27,436096	209,3120341	1808,455975	1210,01999	-33,09%	1178,801474	65,18%
1/6/2020	16:15	47	897,5	7,853125	8,022525	34,872768	7,422325	27,861312	206,7957126	1786,714957	1531,029999	-14,31%	1491,529425	83,48%
1/6/2020	16:20	49	600	5,25	5,4348	34,606656	4,962	27,648704	137,1928692	1185,34639	1071,889985	-9,57%	1044,235223	88,10%
1/6/2020	16:25	48	711,25	6,2234375	6,4005375	34,739712	5,8820375	27,755008	163,2559979	1410,531822	1221,859985	-13,38%	1190,335997	84,39%
1/6/2020	16:30	47	246,25	2,1546875	2,3240875	34,872768	2,0364875	27,861312	56,73921362	490,2268057	445,979996	-9,03%	434,4737121	88,63%
1/6/2020	16:35	42	628,75	5,5015625	5,6324625	35,538048	5,1997625	28,392832	147,6359831	1275,574894	1138,039979	-10,78%	1108,678548	86,92%
1/6/2020	16:40	46	643,75	5,6328125	5,7945125	35,005824	5,3238125	27,967616	148,8943437	1286,447129	1086,110001	-15,57%	1058,088363	82,25%
1/6/2020	16:45	44	438,75	3,8390625	3,9853625	35,271936	3,6284625	28,180224	102,250886	883,4476553	759,729995	-14,00%	740,1289611	83,78%
1/6/2020	16:50	43	595	5,20625	5,34485	35,404992	4,92065	28,286528	139,188104	1202,585219	962,259995	-19,98%	937,4336871	77,95%
1/6/2020	16:55	43	521,25	4,5609375	4,6995375	35,404992	4,3107375	28,286528	121,935797	1053,525286	934,620009	-11,29%	910,5068128	86,42%
1/6/2020	17:00	44	582,5	5,096875	5,243175	35,271936	4,817275	28,180224	135,7518886	1172,896317	1025,76001	-12,54%	999,2954017	85,20%
1/6/2020	17:05	45	648,75	5,6765625	5,8305625	35,13888	5,3651625	28,07392	150,6211428	1301,366674	1121,240021	-13,84%	1092,312028	83,94%
1/6/2020	17:10	46	528,75	4,6265625	4,7882625	35,005824	4,3727625	27,967616	122,2957425	1056,635215	937,410004	-11,28%	913,2248259	86,43%
1/6/2020	17:15	45	571,25	4,9984375	5,1524375	35,13888	4,7242375	28,07392	132,6278656	1145,904759	1016,930007	-11,26%	990,6932128	86,46%
1/6/2020	17:20	47	705	6,16875	6,33815	34,872768	5,83035	27,861312	162,4412004	1403,491972	1221,070007	-13,00%	1189,566401	84,76%
1/6/2020	17:25	47	661,25	5,7859375	5,9553375	34,872768	5,4685375	27,861312	152,3606295	1316,395839	1155,809998	-12,20%	1125,9901	85,54%
1/6/2020	17:30	46	611,25	5,3484375	5,5101375	35,005824	5,0550375	27,967616	141,3773477	1221,500284	1065,579986	-12,76%	1038,088022	84,98%
1/6/2020	17:35	45	611,25	5,3484375	5,5024375	35,13888	5,0550375	28,07392	141,9147184	1226,143167	1076,589997	-12,20%	1048,813975	85,54%
1/6/2020	17:40	43	478,75	4,1890625	4,3276625	35,404992	3,9592625	28,286528	111,9937896	967,6263418	844,989991	-12,67%	823,1892492	85,07%
1/6/2020	17:45	43	552,5	4,834375	4,972975	35,404992	4,569175	28,286528	129,2460966	1116,686274	981,279999	-12,13%	955,962975	85,61%
1/6/2020	17:50	44	607,5	5,315625	5,461925	35,271936	5,024025	28,180224	141,5781499	1223,235215	1063,929992	-13,02%	1036,480598	84,73%
