
------------------------+----------+-----------------+------------------
          time          | plant_id |   plant_name    | export_energy_wh 
 2016-10-01 00:00:00+02 |        9 | Picanya         |         24403000
 2016-10-01 00:00:00+02 |       10 | Torregrossa     |        158710000
 2016-10-01 00:00:00+02 |       11 | Valteina        |        104640000
 2016-10-01 00:00:00+02 |       14 | Manlleu_Piscina |          8038000
 2016-10-01 00:00:00+02 |       15 | Manlleu_Pavello |          6783000
 2016-10-01 00:00:00+02 |       16 | Lleida          |          8805000
 2016-10-01 00:00:00+02 |       17 | Torrefarrera    |          9669000
 2016-11-01 00:00:00+01 |        1 | Alcolea         |        203716000
 2016-11-01 00:00:00+01 |        2 | Riudarenes_SM   |          1293000
 2016-11-01 00:00:00+01 |        4 | Riudarenes_BR   |          1508000
 2016-11-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1621000
 2016-11-01 00:00:00+01 |        9 | Picanya         |         16891000
 2016-11-01 00:00:00+01 |       10 | Torregrossa     |        202790000
 2016-11-01 00:00:00+01 |       11 | Valteina        |        102710000
 2016-11-01 00:00:00+01 |       14 | Manlleu_Piscina |          5753000
 2016-11-01 00:00:00+01 |       15 | Manlleu_Pavello |          4597000
 2016-11-01 00:00:00+01 |       16 | Lleida          |          5738000
 2016-11-01 00:00:00+01 |       17 | Torrefarrera    |          5921000
 2016-12-01 00:00:00+01 |        1 | Alcolea         |        227896000
 2016-12-01 00:00:00+01 |        2 | Riudarenes_SM   |          1146000
 2016-12-01 00:00:00+01 |        4 | Riudarenes_BR   |          1204000
 2016-12-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1631000
 2016-12-01 00:00:00+01 |        9 | Picanya         |         14832000
 2016-12-01 00:00:00+01 |       10 | Torregrossa     |        214240000
 2016-12-01 00:00:00+01 |       11 | Valteina        |        117100000
 2016-12-01 00:00:00+01 |       14 | Manlleu_Piscina |          5365000
 2016-12-01 00:00:00+01 |       15 | Manlleu_Pavello |          4315000
 2016-12-01 00:00:00+01 |       16 | Lleida          |          2542000
 2016-12-01 00:00:00+01 |       17 | Torrefarrera    |          3440000
 2017-01-01 00:00:00+01 |        1 | Alcolea         |        258522000
 2017-01-01 00:00:00+01 |        2 | Riudarenes_SM   |          1226000
 2017-01-01 00:00:00+01 |        4 | Riudarenes_BR   |          1340000
 2017-01-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1619000
 2017-01-01 00:00:00+01 |        9 | Picanya         |         17957000
 2017-01-01 00:00:00+01 |       10 | Torregrossa     |        198910000
 2017-01-01 00:00:00+01 |       11 | Valteina        |        130210000
 2017-01-01 00:00:00+01 |       14 | Manlleu_Piscina |          5658000
 2017-01-01 00:00:00+01 |       15 | Manlleu_Pavello |          5348000
 2017-01-01 00:00:00+01 |       16 | Lleida          |          5519000
 2017-01-01 00:00:00+01 |       17 | Torrefarrera    |          6813000
 2017-02-01 00:00:00+01 |        1 | Alcolea         |        170989000
 2017-02-01 00:00:00+01 |        2 | Riudarenes_SM   |          1613000
 2017-02-01 00:00:00+01 |        4 | Riudarenes_BR   |          1848000
 2017-02-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1771000
 2017-02-01 00:00:00+01 |        9 | Picanya         |         21576000
 2017-02-01 00:00:00+01 |       10 | Torregrossa     |        286060000
 2017-02-01 00:00:00+01 |       11 | Valteina        |        144950000
 2017-02-01 00:00:00+01 |       14 | Manlleu_Piscina |          7314000
 2017-02-01 00:00:00+01 |       15 | Manlleu_Pavello |          7006000
 2017-02-01 00:00:00+01 |       16 | Lleida          |          6747000
 2017-02-01 00:00:00+01 |       17 | Torrefarrera    |          7457000
 2017-03-01 00:00:00+01 |        1 | Alcolea         |        300131000
 2017-03-01 00:00:00+01 |        2 | Riudarenes_SM   |          2817000
 2017-03-01 00:00:00+01 |        4 | Riudarenes_BR   |          3076000
 2017-03-01 00:00:00+01 |        5 | Riudarenes_ZE   |          2811000
 2017-03-01 00:00:00+01 |        9 | Picanya         |         36648000
 2017-03-01 00:00:00+01 |       10 | Torregrossa     |        288990000
 2017-03-01 00:00:00+01 |       11 | Valteina        |        141170000
 2017-03-01 00:00:00+01 |       14 | Manlleu_Piscina |         11555000
 2017-03-01 00:00:00+01 |       15 | Manlleu_Pavello |         11606000
 2017-03-01 00:00:00+01 |       16 | Lleida          |         12766000
 2017-03-01 00:00:00+01 |       17 | Torrefarrera    |         14123000
 2017-04-01 00:00:00+02 |        1 | Alcolea         |        345929000
 2017-04-01 00:00:00+02 |        2 | Riudarenes_SM   |          3179000
 2017-04-01 00:00:00+02 |        4 | Riudarenes_BR   |          3396000
 2017-04-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2997000
 2017-04-01 00:00:00+02 |        9 | Picanya         |         44462000
 2017-04-01 00:00:00+02 |       10 | Torregrossa     |        299900000
 2017-04-01 00:00:00+02 |       11 | Valteina        |        110000000
 2017-04-01 00:00:00+02 |       14 | Manlleu_Piscina |         13803000
 2017-04-01 00:00:00+02 |       15 | Manlleu_Pavello |         14671000
 2017-04-01 00:00:00+02 |       16 | Lleida          |         15831000
 2017-04-01 00:00:00+02 |       17 | Torrefarrera    |         14357000
 2017-05-01 00:00:00+02 |        1 | Alcolea         |        363440000
 2017-05-01 00:00:00+02 |        2 | Riudarenes_SM   |          3475000
 2017-05-01 00:00:00+02 |        4 | Riudarenes_BR   |          3535000
 2017-05-01 00:00:00+02 |        5 | Riudarenes_ZE   |          3133000
 2017-05-01 00:00:00+02 |        9 | Picanya         |         56582000
 2017-05-01 00:00:00+02 |       10 | Torregrossa     |        223380000
 2017-05-01 00:00:00+02 |       11 | Valteina        |         95960000
 2017-05-01 00:00:00+02 |       14 | Manlleu_Piscina |         14591000
 2017-05-01 00:00:00+02 |       15 | Manlleu_Pavello |         16696000
 2017-05-01 00:00:00+02 |       16 | Lleida          |         17050000
 2017-05-01 00:00:00+02 |       17 | Torrefarrera    |         14739000
 2017-06-01 00:00:00+02 |        1 | Alcolea         |        330045000
 2017-06-01 00:00:00+02 |        2 | Riudarenes_SM   |          3285000
 2017-06-01 00:00:00+02 |        4 | Riudarenes_BR   |          3339000
 2017-06-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2841000
 2017-06-01 00:00:00+02 |        9 | Picanya         |         55779000
 2017-06-01 00:00:00+02 |       10 | Torregrossa     |        253530000
 2017-06-01 00:00:00+02 |       11 | Valteina        |         74650000
 2017-06-01 00:00:00+02 |       14 | Manlleu_Piscina |         14362000
 2017-06-01 00:00:00+02 |       15 | Manlleu_Pavello |         14223000
 2017-06-01 00:00:00+02 |       16 | Lleida          |         16508000
 2017-06-01 00:00:00+02 |       17 | Torrefarrera    |         16920000
 2017-07-01 00:00:00+02 |        1 | Alcolea         |        361308000
 2017-07-01 00:00:00+02 |        2 | Riudarenes_SM   |          3270000
 2017-07-01 00:00:00+02 |        4 | Riudarenes_BR   |          3333000
 2017-07-01 00:00:00+02 |        5 | Riudarenes_ZE   |          1494000
 2017-07-01 00:00:00+02 |        9 | Picanya         |         52644000
 2017-07-01 00:00:00+02 |       10 | Torregrossa     |        312940000
 2017-07-01 00:00:00+02 |       11 | Valteina        |         66400000
 2017-07-01 00:00:00+02 |       14 | Manlleu_Piscina |         14456000
 2017-07-01 00:00:00+02 |       15 | Manlleu_Pavello |         16357000
 2017-07-01 00:00:00+02 |       16 | Lleida          |         17014000
 2017-07-01 00:00:00+02 |       17 | Torrefarrera    |         17537000
 2017-08-01 00:00:00+02 |        1 | Alcolea         |        334172000
 2017-08-01 00:00:00+02 |        2 | Riudarenes_SM   |          2639000
 2017-08-01 00:00:00+02 |        4 | Riudarenes_BR   |          3174000
 2017-08-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2812000
 2017-08-01 00:00:00+02 |        9 | Picanya         |         42480000
 2017-08-01 00:00:00+02 |       10 | Torregrossa     |        245180000
 2017-08-01 00:00:00+02 |       11 | Valteina        |         63370000
 2017-08-01 00:00:00+02 |       14 | Manlleu_Piscina |         12968000
 2017-08-01 00:00:00+02 |       15 | Manlleu_Pavello |         14168000
 2017-08-01 00:00:00+02 |       16 | Lleida          |         14810000
 2017-08-01 00:00:00+02 |       17 | Torrefarrera    |         15585000
 2017-09-01 00:00:00+02 |        1 | Alcolea         |        311660000
 2017-09-01 00:00:00+02 |        2 | Riudarenes_SM   |          2277000
 2017-09-01 00:00:00+02 |        4 | Riudarenes_BR   |          2542000
 2017-09-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2266000
 2017-09-01 00:00:00+02 |        9 | Picanya         |         37168000
 2017-09-01 00:00:00+02 |       10 | Torregrossa     |        270340000
 2017-09-01 00:00:00+02 |       11 | Valteina        |         18290000
 2017-09-01 00:00:00+02 |       14 | Manlleu_Piscina |         10437000
 2017-09-01 00:00:00+02 |       15 | Manlleu_Pavello |         10885000
 2017-09-01 00:00:00+02 |       16 | Lleida          |         13011000
 2017-09-01 00:00:00+02 |       17 | Torrefarrera    |         14310000
 2017-10-01 00:00:00+02 |        1 | Alcolea         |        259490000
 2017-10-01 00:00:00+02 |        2 | Riudarenes_SM   |          2092000
 2017-10-01 00:00:00+02 |        4 | Riudarenes_BR   |          2495000
 2017-10-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2380000
 2017-10-01 00:00:00+02 |        9 | Picanya         |         29624000
 2017-10-01 00:00:00+02 |       10 | Torregrossa     |        293270000
 2017-10-01 00:00:00+02 |       11 | Valteina        |         87960000
 2017-10-01 00:00:00+02 |       14 | Manlleu_Piscina |          9328000
 2017-10-01 00:00:00+02 |       15 | Manlleu_Pavello |          9278000
 2017-10-01 00:00:00+02 |       16 | Lleida          |         11049000
 2017-10-01 00:00:00+02 |       17 | Torrefarrera    |         12700000
 2017-11-01 00:00:00+01 |        1 | Alcolea         |        246880000
 2017-11-01 00:00:00+01 |        2 | Riudarenes_SM   |          1446000
 2017-11-01 00:00:00+01 |        4 | Riudarenes_BR   |          1696000
 2017-11-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1801000
 2017-11-01 00:00:00+01 |        9 | Picanya         |         20705000
 2017-11-01 00:00:00+01 |       10 | Torregrossa     |         29060000
 2017-11-01 00:00:00+01 |       11 | Valteina        |         96050000
 2017-11-01 00:00:00+01 |       14 | Manlleu_Piscina |          7050000
 2017-11-01 00:00:00+01 |       15 | Manlleu_Pavello |          6485000
 2017-11-01 00:00:00+01 |       16 | Lleida          |          7780000
 2017-11-01 00:00:00+01 |       17 | Torrefarrera    |          6584000
 2017-12-01 00:00:00+01 |        1 | Alcolea         |        218397000
 2017-12-01 00:00:00+01 |        2 | Riudarenes_SM   |          1051000
 2017-12-01 00:00:00+01 |        4 | Riudarenes_BR   |          1064000
 2017-12-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1351000
 2017-12-01 00:00:00+01 |        9 | Picanya         |         17733000
 2017-12-01 00:00:00+01 |       10 | Torregrossa     |                0
 2017-12-01 00:00:00+01 |       11 | Valteina        |        101000000
 2017-12-01 00:00:00+01 |       14 | Manlleu_Piscina |          4798000
 2017-12-01 00:00:00+01 |       15 | Manlleu_Pavello |          4376000
 2017-12-01 00:00:00+01 |       16 | Lleida          |          4584000
 2017-12-01 00:00:00+01 |       17 | Torrefarrera    |          5986000
 2018-01-01 00:00:00+01 |        1 | Alcolea         |        207020000
 2018-01-01 00:00:00+01 |        2 | Riudarenes_SM   |          1345000
 2018-01-01 00:00:00+01 |        4 | Riudarenes_BR   |          1451000
 2018-01-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1642000
 2018-01-01 00:00:00+01 |        9 | Picanya         |         20256000
 2018-01-01 00:00:00+01 |       10 | Torregrossa     |        103830000
 2018-01-01 00:00:00+01 |       11 | Valteina        |        127000000
 2018-01-01 00:00:00+01 |       14 | Manlleu_Piscina |          5529000
 2018-01-01 00:00:00+01 |       15 | Manlleu_Pavello |          4551000
 2018-01-01 00:00:00+01 |       16 | Lleida          |          6137000
 2018-01-01 00:00:00+01 |       17 | Torrefarrera    |          7717000
 2018-02-01 00:00:00+01 |        1 | Alcolea         |        253952000
 2018-02-01 00:00:00+01 |        2 | Riudarenes_SM   |          1405000
 2018-02-01 00:00:00+01 |        4 | Riudarenes_BR   |          1540000
 2018-02-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1457000
 2018-02-01 00:00:00+01 |        9 | Picanya         |         22005000
 2018-02-01 00:00:00+01 |       10 | Torregrossa     |        261540000
 2018-02-01 00:00:00+01 |       11 | Valteina        |        168190000
 2018-02-01 00:00:00+01 |       14 | Manlleu_Piscina |          6179000
 2018-02-01 00:00:00+01 |       15 | Manlleu_Pavello |          6213000
 2018-02-01 00:00:00+01 |       16 | Lleida          |          6989000
 2018-02-01 00:00:00+01 |       17 | Torrefarrera    |          8646000
 2018-03-01 00:00:00+01 |        1 | Alcolea         |        146544000
 2018-03-01 00:00:00+01 |        2 | Riudarenes_SM   |          2701000
 2018-03-01 00:00:00+01 |        4 | Riudarenes_BR   |          2908000
 2018-03-01 00:00:00+01 |        5 | Riudarenes_ZE   |          2569000
 2018-03-01 00:00:00+01 |        9 | Picanya         |         34093000
 2018-03-01 00:00:00+01 |       10 | Torregrossa     |        271220000
 2018-03-01 00:00:00+01 |       11 | Valteina        |        165310000
 2018-03-01 00:00:00+01 |       14 | Manlleu_Piscina |         11426000
 2018-03-01 00:00:00+01 |       15 | Manlleu_Pavello |         11536000
 2018-03-01 00:00:00+01 |       16 | Lleida          |         10983000
 2018-03-01 00:00:00+01 |       17 | Torrefarrera    |         13152000
 2018-04-01 00:00:00+02 |        1 | Alcolea         |        252229000
 2018-04-01 00:00:00+02 |        2 | Riudarenes_SM   |          3100000
 2018-04-01 00:00:00+02 |        4 | Riudarenes_BR   |          3213000
 2018-04-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2749000
 2018-04-01 00:00:00+02 |        9 | Picanya         |         40269000
 2018-04-01 00:00:00+02 |       10 | Torregrossa     |         72880000
 2018-04-01 00:00:00+02 |       11 | Valteina        |        142100000
 2018-04-01 00:00:00+02 |       14 | Manlleu_Piscina |         12216000
 2018-04-01 00:00:00+02 |       15 | Manlleu_Pavello |         12633000
 2018-04-01 00:00:00+02 |       16 | Lleida          |         11857000
 2018-04-01 00:00:00+02 |       17 | Torrefarrera    |         11232000
 2018-05-01 00:00:00+02 |        1 | Alcolea         |        342430000
 2018-05-01 00:00:00+02 |        2 | Riudarenes_SM   |          2831000
 2018-05-01 00:00:00+02 |        4 | Riudarenes_BR   |          2692000
 2018-05-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2489000
 2018-05-01 00:00:00+02 |        9 | Picanya         |         46563000
 2018-05-01 00:00:00+02 |       10 | Torregrossa     |        195860000
 2018-05-01 00:00:00+02 |       11 | Valteina        |        130540000
 2018-05-01 00:00:00+02 |       14 | Manlleu_Piscina |         11726000
 2018-05-01 00:00:00+02 |       15 | Manlleu_Pavello |         12753000
 2018-05-01 00:00:00+02 |       16 | Lleida          |         14593000
 2018-05-01 00:00:00+02 |       17 | Torrefarrera    |         12291000
 2018-06-01 00:00:00+02 |        1 | Alcolea         |        318898000
 2018-06-01 00:00:00+02 |        2 | Riudarenes_SM   |          3404000
 2018-06-01 00:00:00+02 |        4 | Riudarenes_BR   |          3284000
 2018-06-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2889000
 2018-06-01 00:00:00+02 |        9 | Picanya         |         48323000
 2018-06-01 00:00:00+02 |       10 | Torregrossa     |        194480000
 2018-06-01 00:00:00+02 |       11 | Valteina        |         83040000
 2018-06-01 00:00:00+02 |       14 | Manlleu_Piscina |         13117000
 2018-06-01 00:00:00+02 |       15 | Manlleu_Pavello |         14416000
 2018-06-01 00:00:00+02 |       16 | Lleida          |         15376000
 2018-06-01 00:00:00+02 |       17 | Torrefarrera    |         12236000
 2018-07-01 00:00:00+02 |        1 | Alcolea         |        359646000
 2018-07-01 00:00:00+02 |        2 | Riudarenes_SM   |          3572000
 2018-07-01 00:00:00+02 |        4 | Riudarenes_BR   |          3477000
 2018-07-01 00:00:00+02 |        5 | Riudarenes_ZE   |          3026000
 2018-07-01 00:00:00+02 |        9 | Picanya         |         46154000
 2018-07-01 00:00:00+02 |       10 | Torregrossa     |         85980000
 2018-07-01 00:00:00+02 |       11 | Valteina        |         39080000
 2018-07-01 00:00:00+02 |       14 | Manlleu_Piscina |         14890000
 2018-07-01 00:00:00+02 |       15 | Manlleu_Pavello |         15825000
 2018-07-01 00:00:00+02 |       16 | Lleida          |         17356000
 2018-07-01 00:00:00+02 |       17 | Torrefarrera    |         16743000
 2018-08-01 00:00:00+02 |        1 | Alcolea         |        318423000
 2018-08-01 00:00:00+02 |        2 | Riudarenes_SM   |          3081000
 2018-08-01 00:00:00+02 |        4 | Riudarenes_BR   |          3094000
 2018-08-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2711000
 2018-08-01 00:00:00+02 |        9 | Picanya         |         38973000
 2018-08-01 00:00:00+02 |       10 | Torregrossa     |        172170000
 2018-08-01 00:00:00+02 |       11 | Valteina        |                0
 2018-08-01 00:00:00+02 |       14 | Manlleu_Piscina |         12502000
 2018-08-01 00:00:00+02 |       15 | Manlleu_Pavello |         13150000
 2018-08-01 00:00:00+02 |       16 | Lleida          |         15981000
 2018-08-01 00:00:00+02 |       17 | Torrefarrera    |         16707000
 2018-09-01 00:00:00+02 |        1 | Alcolea         |        298315000
 2018-09-01 00:00:00+02 |        2 | Riudarenes_SM   |          2378000
 2018-09-01 00:00:00+02 |        4 | Riudarenes_BR   |          2509000
 2018-09-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2226000
 2018-09-01 00:00:00+02 |        7 | Matallana       |         63138000
 2018-09-01 00:00:00+02 |        9 | Picanya         |         31279000
 2018-09-01 00:00:00+02 |       10 | Torregrossa     |        170460000
 2018-09-01 00:00:00+02 |       11 | Valteina        |                0
 2018-09-01 00:00:00+02 |       14 | Manlleu_Piscina |         11452000
 2018-09-01 00:00:00+02 |       15 | Manlleu_Pavello |          9866000
 2018-09-01 00:00:00+02 |       16 | Lleida          |         13181000
 2018-09-01 00:00:00+02 |       17 | Torrefarrera    |         14293000
 2018-10-01 00:00:00+02 |        1 | Alcolea         |        248150000
 2018-10-01 00:00:00+02 |        2 | Riudarenes_SM   |          1685000
 2018-10-01 00:00:00+02 |        4 | Riudarenes_BR   |          1890000
 2018-10-01 00:00:00+02 |        5 | Riudarenes_ZE   |          1749000
 2018-10-01 00:00:00+02 |        7 | Matallana       |        294610000
 2018-10-01 00:00:00+02 |        9 | Picanya         |         27025000
 2018-10-01 00:00:00+02 |       10 | Torregrossa     |        166340000
 2018-10-01 00:00:00+02 |       11 | Valteina        |         24903000
 2018-10-01 00:00:00+02 |       14 | Manlleu_Piscina |          8488000
 2018-10-01 00:00:00+02 |       15 | Manlleu_Pavello |          8296000
 2018-10-01 00:00:00+02 |       16 | Lleida          |          9610000
 2018-10-01 00:00:00+02 |       17 | Torrefarrera    |         10354000
 2018-11-01 00:00:00+01 |        1 | Alcolea         |        173520000
 2018-11-01 00:00:00+01 |        2 | Riudarenes_SM   |          1184000
 2018-11-01 00:00:00+01 |        4 | Riudarenes_BR   |          1291000
 2018-11-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1361000
 2018-11-01 00:00:00+01 |        7 | Matallana       |        205276000
 2018-11-01 00:00:00+01 |        9 | Picanya         |         16546000
 2018-11-01 00:00:00+01 |       10 | Torregrossa     |        221309000
 2018-11-01 00:00:00+01 |       11 | Valteina        |         94160000
 2018-11-01 00:00:00+01 |       14 | Manlleu_Piscina |          5335000
 2018-11-01 00:00:00+01 |       15 | Manlleu_Pavello |          4302000
 2018-11-01 00:00:00+01 |       16 | Lleida          |          6046000
 2018-11-01 00:00:00+01 |       17 | Torrefarrera    |          7219000
 2018-12-01 00:00:00+01 |        1 | Alcolea         |        223927000
 2018-12-01 00:00:00+01 |        2 | Riudarenes_SM   |          1167000
 2018-12-01 00:00:00+01 |        4 | Riudarenes_BR   |          1217000
 2018-12-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1547000
 2018-12-01 00:00:00+01 |        7 | Matallana       |        246720000
 2018-12-01 00:00:00+01 |        9 | Picanya         |         17553000
 2018-12-01 00:00:00+01 |       10 | Torregrossa     |        242279000
 2018-12-01 00:00:00+01 |       11 | Valteina        |        167440000
 2018-12-01 00:00:00+01 |       14 | Manlleu_Piscina |          4205000
 2018-12-01 00:00:00+01 |       15 | Manlleu_Pavello |          4056000
 2018-12-01 00:00:00+01 |       16 | Lleida          |          3859000
 2018-12-01 00:00:00+01 |       17 | Torrefarrera    |          4697000
 2019-01-01 00:00:00+01 |        1 | Alcolea         |        233169000
 2019-01-01 00:00:00+01 |        2 | Riudarenes_SM   |          1440000
 2019-01-01 00:00:00+01 |        3 | Fontivsolar     |         17249000
 2019-01-01 00:00:00+01 |        4 | Riudarenes_BR   |          1502000
 2019-01-01 00:00:00+01 |        5 | Riudarenes_ZE   |          1815000
 2019-01-01 00:00:00+01 |        7 | Matallana       |        280470000
 2019-01-01 00:00:00+01 |        9 | Picanya         |         18445000
 2019-01-01 00:00:00+01 |       10 | Torregrossa     |        178075000
 2019-01-01 00:00:00+01 |       11 | Valteina        |        170580000
 2019-01-01 00:00:00+01 |       14 | Manlleu_Piscina |          6343000
 2019-01-01 00:00:00+01 |       15 | Manlleu_Pavello |          5993000
 2019-01-01 00:00:00+01 |       16 | Lleida          |          5861000
 2019-01-01 00:00:00+01 |       17 | Torrefarrera    |          7275000
 2019-02-01 00:00:00+01 |        1 | Alcolea         |        276020000
 2019-02-01 00:00:00+01 |        2 | Riudarenes_SM   |          2064000
 2019-02-01 00:00:00+01 |        3 | Fontivsolar     |         95490000
 2019-02-01 00:00:00+01 |        4 | Riudarenes_BR   |          2285000
 2019-02-01 00:00:00+01 |        5 | Riudarenes_ZE   |          2235000
 2019-02-01 00:00:00+01 |        7 | Matallana       |        296060000
 2019-02-01 00:00:00+01 |        9 | Picanya         |         22498000
 2019-02-01 00:00:00+01 |       10 | Torregrossa     |        241170000
 2019-02-01 00:00:00+01 |       11 | Valteina        |        156550000
 2019-02-01 00:00:00+01 |       14 | Manlleu_Piscina |          9068000
 2019-02-01 00:00:00+01 |       15 | Manlleu_Pavello |          8858000
 2019-02-01 00:00:00+01 |       16 | Lleida          |          9839000
 2019-02-01 00:00:00+01 |       17 | Torrefarrera    |         11533000
 2019-03-01 00:00:00+01 |        1 | Alcolea         |        344148000
 2019-03-01 00:00:00+01 |        2 | Riudarenes_SM   |          2972000
 2019-03-01 00:00:00+01 |        3 | Fontivsolar     |        150110000
 2019-03-01 00:00:00+01 |        4 | Riudarenes_BR   |          3061000
 2019-03-01 00:00:00+01 |        5 | Riudarenes_ZE   |          2838000
 2019-03-01 00:00:00+01 |        7 | Matallana       |        382250000
 2019-03-01 00:00:00+01 |        9 | Picanya         |         31611000
 2019-03-01 00:00:00+01 |       10 | Torregrossa     |        295220000
 2019-03-01 00:00:00+01 |       11 | Valteina        |         80510000
 2019-03-01 00:00:00+01 |       14 | Manlleu_Piscina |         12690000
 2019-03-01 00:00:00+01 |       15 | Manlleu_Pavello |         12901000
 2019-03-01 00:00:00+01 |       16 | Lleida          |         13450000
 2019-03-01 00:00:00+01 |       17 | Torrefarrera    |         15016000
 2019-04-01 00:00:00+02 |        1 | Alcolea         |        286080000
 2019-04-01 00:00:00+02 |        2 | Riudarenes_SM   |          2461000
 2019-04-01 00:00:00+02 |        3 | Fontivsolar     |        149300000
 2019-04-01 00:00:00+02 |        4 | Riudarenes_BR   |          2452000
 2019-04-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2234000
 2019-04-01 00:00:00+02 |        7 | Matallana       |        348380000
 2019-04-01 00:00:00+02 |        9 | Picanya         |         28901000
 2019-04-01 00:00:00+02 |       10 | Torregrossa     |        275650000
 2019-04-01 00:00:00+02 |       11 | Valteina        |                0
 2019-04-01 00:00:00+02 |       14 | Manlleu_Piscina |         10741000
 2019-04-01 00:00:00+02 |       15 | Manlleu_Pavello |         11750000
 2019-04-01 00:00:00+02 |       16 | Lleida          |         12755000
 2019-04-01 00:00:00+02 |       17 | Torrefarrera    |         13390000
 2019-05-01 00:00:00+02 |        1 | Alcolea         |        341928000
 2019-05-01 00:00:00+02 |        2 | Riudarenes_SM   |          3243000
 2019-05-01 00:00:00+02 |        3 | Fontivsolar     |        220779000
 2019-05-01 00:00:00+02 |        4 | Riudarenes_BR   |          3115000
 2019-05-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2785000
 2019-05-01 00:00:00+02 |        7 | Matallana       |        402710000
 2019-05-01 00:00:00+02 |        9 | Picanya         |         44389000
 2019-05-01 00:00:00+02 |       10 | Torregrossa     |        215190000
 2019-05-01 00:00:00+02 |       11 | Valteina        |         32200000
 2019-05-01 00:00:00+02 |       14 | Manlleu_Piscina |         14101000
 2019-05-01 00:00:00+02 |       15 | Manlleu_Pavello |         15797000
 2019-05-01 00:00:00+02 |       16 | Lleida          |         16829000
 2019-05-01 00:00:00+02 |       17 | Torrefarrera    |         17438000
 2019-06-01 00:00:00+02 |        1 | Alcolea         |        343561000
 2019-06-01 00:00:00+02 |        2 | Riudarenes_SM   |          3498000
 2019-06-01 00:00:00+02 |        3 | Fontivsolar     |        214146000
 2019-06-01 00:00:00+02 |        4 | Riudarenes_BR   |          1178000
 2019-06-01 00:00:00+02 |        5 | Riudarenes_ZE   |          3010000
 2019-06-01 00:00:00+02 |        7 | Matallana       |        408110000
 2019-06-01 00:00:00+02 |        9 | Picanya         |         45419000
 2019-06-01 00:00:00+02 |       10 | Torregrossa     |        242040000
 2019-06-01 00:00:00+02 |       11 | Valteina        |         64130000
 2019-06-01 00:00:00+02 |       14 | Manlleu_Piscina |         14829000
 2019-06-01 00:00:00+02 |       15 | Manlleu_Pavello |         16443000
 2019-06-01 00:00:00+02 |       16 | Lleida          |         16254000
 2019-06-01 00:00:00+02 |       17 | Torrefarrera    |         16594000
 2019-07-01 00:00:00+02 |        1 | Alcolea         |        284491000
 2019-07-01 00:00:00+02 |        2 | Riudarenes_SM   |          3179000
 2019-07-01 00:00:00+02 |        3 | Fontivsolar     |        179030000
 2019-07-01 00:00:00+02 |        4 | Riudarenes_BR   |           937000
 2019-07-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2830000
 2019-07-01 00:00:00+02 |        7 | Matallana       |        377730000
 2019-07-01 00:00:00+02 |        9 | Picanya         |         50830000
 2019-07-01 00:00:00+02 |       10 | Torregrossa     |        200740000
 2019-07-01 00:00:00+02 |       11 | Valteina        |         87240000
 2019-07-01 00:00:00+02 |       14 | Manlleu_Piscina |         14384000
 2019-07-01 00:00:00+02 |       15 | Manlleu_Pavello |         15820000
 2019-07-01 00:00:00+02 |       16 | Lleida          |         15970000
 2019-07-01 00:00:00+02 |       17 | Torrefarrera    |         16322000
 2019-08-01 00:00:00+02 |        1 | Alcolea         |        150330000
 2019-08-01 00:00:00+02 |        2 | Riudarenes_SM   |          3067000
 2019-08-01 00:00:00+02 |        3 | Fontivsolar     |        169480000
 2019-08-01 00:00:00+02 |        4 | Riudarenes_BR   |          3159000
 2019-08-01 00:00:00+02 |        5 | Riudarenes_ZE   |          2849000
 2019-08-01 00:00:00+02 |        7 | Matallana       |        344300000
 2019-08-01 00:00:00+02 |        9 | Picanya         |         46917000
 2019-08-01 00:00:00+02 |       10 | Torregrossa     |        218570000
 2019-08-01 00:00:00+02 |       11 | Valteina        |         61720000
 2019-08-01 00:00:00+02 |       14 | Manlleu_Piscina |         13369000
 2019-08-01 00:00:00+02 |       15 | Manlleu_Pavello |         15194000
 2019-08-01 00:00:00+02 |       16 | Lleida          |         15085000
 2019-08-01 00:00:00+02 |       17 | Torrefarrera    |         15695000
