2021-07-14T10:50:07.592,891
2021-07-14T10:45:07.487,882
2021-07-14T10:40:07.611,875
2021-07-14T10:35:07.525,861
2021-07-14T10:30:07.844,851
2021-07-14T10:25:07.986,840
2021-07-14T10:20:07.669,828
2021-07-14T10:15:07.681,815
2021-07-14T10:10:07.617,804
2021-07-14T10:05:07.591,790
2021-07-14T10:00:07.772,778
2021-07-14T09:55:07.842,764
2021-07-14T09:50:07.720,751
2021-07-14T09:45:07.632,738
2021-07-14T09:40:07.688,722
2021-07-14T09:35:07.540,708
2021-07-14T09:30:07.694,692
2021-07-14T09:25:07.697,677
2021-07-14T09:20:07.612,662
2021-07-14T09:15:07.484,646
2021-07-14T09:10:07.627,630
2021-07-14T09:05:07.693,613
2021-07-14T09:00:07.579,597
2021-07-14T08:55:07.630,579
2021-07-14T08:50:07.494,561
2021-07-14T08:45:07.677,542
2021-07-14T08:40:07.858,525
2021-07-14T08:35:07.606,507
2021-07-14T08:30:07.651,488
2021-07-14T08:25:07.712,469
2021-07-14T08:20:07.649,451
2021-07-14T08:15:07.636,433
2021-07-14T08:10:07.669,414
2021-07-14T08:05:07.662,395
2021-07-14T08:00:07.776,376
2021-07-14T07:55:07.449,357
2021-07-14T07:50:07.610,339
2021-07-14T07:45:07.699,319
2021-07-14T07:40:07.625,301
2021-07-14T07:35:07.750,281
2021-07-14T07:30:07.741,263
2021-07-14T07:25:07.422,244
2021-07-14T07:20:07.906,226
2021-07-14T07:15:07.593,208
2021-07-14T07:10:07.615,190
2021-07-14T07:05:07.709,173
2021-07-14T07:00:07.614,155
2021-07-14T06:55:07.672,139
2021-07-14T06:50:07.709,122
2021-07-14T06:45:07.655,108
2021-07-14T06:40:07.881,93
2021-07-14T06:35:07.655,80
2021-07-14T06:30:07.728,66
2021-07-14T06:25:07.896,54
2021-07-14T06:20:07.856,44
2021-07-14T06:15:07.665,36
2021-07-14T06:10:07.635,34
2021-07-14T06:05:07.716,32
2021-07-14T06:00:07.717,30
2021-07-14T05:55:07.709,27
2021-07-14T05:50:07.870,25
2021-07-14T05:45:07.620,22
2021-07-14T05:40:07.501,20
2021-07-14T05:35:07.620,16
2021-07-14T05:30:07.702,14
2021-07-14T05:25:07.651,11
2021-07-14T05:20:07.437,8
2021-07-14T05:15:07.756,5
2021-07-14T05:10:07.652,3
2021-07-14T05:05:08.077,2
2021-07-14T05:00:07.630,1
2021-07-14T04:55:07.761,0
2021-07-14T04:50:07.649,0
2021-07-14T04:45:07.618,0
2021-07-14T04:40:07.567,0
2021-07-14T04:35:07.520,0
2021-07-14T04:30:07.644,0
2021-07-14T04:25:07.661,0
2021-07-14T04:20:07.690,0
2021-07-14T04:15:07.592,0
2021-07-14T04:10:07.591,0
2021-07-14T04:05:07.801,0
2021-07-14T03:55:07.622,0
2021-07-14T03:50:07.600,0
2021-07-14T03:45:07.610,0
2021-07-14T03:40:07.591,0
2021-07-14T03:35:07.672,0
2021-07-14T03:30:07.522,0
2021-07-14T03:25:08.183,0
2021-07-14T03:20:07.594,0
2021-07-14T03:15:07.867,0
2021-07-14T03:10:07.606,0
2021-07-14T03:05:07.787,0
2021-07-14T03:00:07.656,0
2021-07-14T02:55:07.491,0
2021-07-14T02:50:07.482,0
2021-07-14T02:45:07.375,0
2021-07-14T02:40:07.590,0
2021-07-14T02:35:07.668,0
2021-07-14T02:30:07.619,0
2021-07-14T02:25:07.702,0
2021-07-14T02:20:07.799,0
2021-07-14T02:15:07.672,0
2021-07-14T02:10:07.517,0
2021-07-14T02:05:07.721,0
2021-07-14T02:00:07.550,0
2021-07-14T01:55:07.599,0
2021-07-14T01:50:07.528,0
2021-07-14T01:45:07.626,0
2021-07-14T01:40:07.555,0
2021-07-14T01:35:07.443,0
2021-07-14T01:30:07.283,0
2021-07-14T01:25:07.482,0
2021-07-14T01:20:07.633,0
2021-07-14T01:15:07.643,0
2021-07-14T01:10:07.309,0
2021-07-14T01:05:07.617,0
2021-07-14T01:00:07.622,0
2021-07-14T00:55:07.628,0
2021-07-14T00:50:07.626,0
2021-07-14T00:45:07.633,0
2021-07-14T00:40:07.619,0
2021-07-14T00:35:07.655,0
2021-07-14T00:30:15.380,0
2021-07-14T00:20:08.373,0
2021-07-14T00:15:07.660,0
2021-07-14T00:10:19.767,0
2021-07-14T00:05:07.354,0
2021-07-14T00:00:07.242,0
2021-07-13T23:55:07.265,0
2021-07-13T23:50:07.271,0
2021-07-13T23:45:07.230,0
2021-07-13T23:40:07.268,0
2021-07-13T23:35:07.268,0
2021-07-13T23:30:07.294,0
2021-07-13T23:25:07.306,0
2021-07-13T23:20:07.186,0
2021-07-13T23:15:07.264,0
2021-07-13T23:10:07.273,0
2021-07-13T23:05:07.291,0
2021-07-13T23:00:09.725,0
2021-07-13T22:55:07.357,0
2021-07-13T22:50:07.264,0
2021-07-13T22:45:07.370,0
2021-07-13T22:40:07.310,0
2021-07-13T22:35:07.288,0
2021-07-13T22:30:07.237,0
2021-07-13T22:25:07.234,0
2021-07-13T22:20:07.222,0
2021-07-13T22:15:07.218,0
2021-07-13T22:10:07.385,0
2021-07-13T22:05:07.256,0
2021-07-13T22:00:07.144,0
2021-07-13T21:55:07.242,0
2021-07-13T21:50:07.330,0
2021-07-13T21:45:07.327,0
2021-07-13T21:40:07.354,0
2021-07-13T21:35:07.331,0
2021-07-13T21:30:07.431,0
2021-07-13T21:25:07.375,0
2021-07-13T21:20:07.344,0
2021-07-13T21:15:07.393,0
2021-07-13T21:10:07.339,0
2021-07-13T21:05:07.475,0
2021-07-13T21:00:07.279,0
2021-07-13T20:55:07.354,0
2021-07-13T20:50:07.338,0
2021-07-13T20:45:07.234,0
2021-07-13T20:40:07.347,0
2021-07-13T20:35:07.179,0
2021-07-13T20:30:07.235,0
2021-07-13T20:25:07.282,0
2021-07-13T20:20:07.357,0
2021-07-13T20:15:07.274,0
2021-07-13T20:10:07.251,0
2021-07-13T20:05:07.248,0
2021-07-13T20:00:07.164,1
2021-07-13T19:55:07.272,1
2021-07-13T19:50:07.328,2
2021-07-13T19:45:07.401,4
2021-07-13T19:40:07.367,6
2021-07-13T19:35:07.227,9
2021-07-13T19:30:07.346,12
2021-07-13T19:25:07.355,15
2021-07-13T19:20:07.368,18
2021-07-13T19:15:07.212,20
2021-07-13T19:10:07.347,23
2021-07-13T19:05:07.311,25
2021-07-13T19:00:07.484,28
2021-07-13T18:55:07.221,30
2021-07-13T18:50:07.353,32
2021-07-13T18:45:07.218,34
2021-07-13T18:40:07.370,36
2021-07-13T18:35:07.347,39
2021-07-13T18:30:07.368,47
2021-07-13T18:25:07.376,58
2021-07-13T18:20:10.372,71
2021-07-13T18:15:07.310,85
2021-07-13T18:10:07.298,99
2021-07-13T18:05:07.312,114
2021-07-13T18:00:07.312,131
2021-07-13T17:55:07.315,148
2021-07-13T17:50:07.430,165
2021-07-13T17:40:07.370,198
2021-07-13T17:35:07.359,215
2021-07-13T17:30:07.294,231
2021-07-13T17:25:07.232,248
2021-07-13T17:20:07.271,260
2021-07-13T17:15:07.348,279
2021-07-13T17:10:07.366,306
2021-07-13T17:05:07.291,325
2021-07-13T17:00:07.281,344
2021-07-13T16:55:07.464,364
2021-07-13T16:50:07.302,382
2021-07-13T16:45:07.320,402
2021-07-13T16:40:07.408,422
2021-07-13T16:35:07.395,440
2021-07-13T16:30:07.323,458
2021-07-13T16:25:07.403,477
2021-07-13T16:20:07.381,496
2021-07-13T16:15:07.418,516
2021-07-13T16:10:07.365,534
2021-07-13T16:05:07.378,551
2021-07-13T16:00:07.345,571
2021-07-13T15:55:07.253,588
2021-07-13T15:50:07.378,605
2021-07-13T15:45:07.226,621
2021-07-13T15:40:07.303,638
2021-07-13T15:35:07.294,655
2021-07-13T15:30:07.252,670
2021-07-13T15:25:07.359,686
2021-07-13T15:20:07.275,702
2021-07-13T15:15:07.300,718
2021-07-13T15:10:07.227,733
2021-07-13T15:05:07.414,748
2021-07-13T15:00:07.392,762
2021-07-13T14:55:07.418,775
2021-07-13T14:50:07.144,789
2021-07-13T14:45:07.400,801
2021-07-13T14:40:07.368,814
2021-07-13T14:35:07.316,827
2021-07-13T14:30:07.348,839
2021-07-13T14:25:07.268,854
2021-07-13T14:20:07.339,864
2021-07-13T14:15:07.408,876
2021-07-13T14:10:07.293,886
2021-07-13T14:05:07.360,893
2021-07-13T14:00:07.347,903
2021-07-13T13:55:07.315,914
2021-07-13T13:50:07.293,919
2021-07-13T13:45:07.262,929
2021-07-13T13:40:07.210,937
2021-07-13T13:35:07.436,945
2021-07-13T13:30:07.276,949
2021-07-13T13:25:07.240,957
2021-07-13T13:20:07.369,963
2021-07-13T13:15:07.393,967
2021-07-13T13:10:07.197,973
2021-07-13T13:05:07.300,975
2021-07-13T13:00:07.302,980
2021-07-13T12:55:07.244,982
2021-07-13T12:50:07.382,986
2021-07-13T12:45:07.450,988
2021-07-13T12:40:07.398,990
2021-07-13T12:35:07.366,991
2021-07-13T12:30:07.296,991
2021-07-13T12:25:07.362,990
2021-07-13T12:20:07.310,991
2021-07-13T12:15:07.109,991
2021-07-13T12:10:07.260,989
2021-07-13T12:05:07.351,989
2021-07-13T12:00:07.351,985
2021-07-13T11:55:07.129,982
2021-07-13T11:50:07.305,981
2021-07-13T11:45:07.283,979
2021-07-13T11:40:07.399,973
2021-07-13T11:35:07.294,970
2021-07-13T11:30:07.150,964
2021-07-13T11:25:07.384,960
2021-07-13T11:20:07.338,950
2021-07-13T11:15:07.348,947
2021-07-13T11:10:07.257,940
2021-07-13T11:05:07.349,931
2021-07-13T11:00:07.270,927
2021-07-13T10:55:07.272,918
2021-07-13T10:50:07.206,909
2021-07-13T10:45:09.818,901
2021-07-13T10:40:07.395,890
2021-07-13T10:35:07.300,882
2021-07-13T10:30:07.497,870
2021-07-13T10:25:07.382,858
2021-07-13T10:20:07.400,847
2021-07-13T10:15:07.251,833
2021-07-13T10:10:07.337,823
2021-07-13T10:05:07.223,811
2021-07-13T10:00:07.254,796
2021-07-13T09:55:07.092,782
2021-07-13T09:50:07.369,767
2021-07-13T09:45:07.222,752
2021-07-13T09:40:07.125,736
2021-07-13T09:35:07.245,724
2021-07-13T09:30:07.156,707
2021-07-13T09:25:07.180,692
2021-07-13T09:20:07.428,676
2021-07-13T09:15:07.229,660
2021-07-13T09:10:07.287,643
2021-07-13T09:05:07.296,626
2021-07-13T09:00:07.246,609
2021-07-13T08:55:07.232,592
2021-07-13T08:50:07.282,574
2021-07-13T08:45:07.270,557
2021-07-13T08:40:07.560,538
2021-07-13T08:35:07.368,520
2021-07-13T08:30:07.367,501
2021-07-13T08:25:07.260,483
2021-07-13T08:20:07.318,464
2021-07-13T08:15:07.326,445
2021-07-13T08:10:07.176,426
2021-07-13T08:05:07.392,406
2021-07-13T08:00:07.236,387
2021-07-13T07:55:07.341,368
2021-07-13T07:50:07.302,348
2021-07-13T07:45:07.242,329
2021-07-13T07:40:07.335,310
2021-07-13T07:35:07.335,290
2021-07-13T07:30:07.158,271
2021-07-13T07:25:07.222,252
2021-07-13T07:20:07.286,233
2021-07-13T07:15:07.365,215
2021-07-13T07:10:07.314,197
2021-07-13T07:05:07.289,179
2021-07-13T07:00:07.319,160
2021-07-13T06:55:07.235,142
2021-07-13T06:50:07.361,126
2021-07-13T06:45:07.451,110
2021-07-13T06:40:07.303,95
2021-07-13T06:35:07.264,80
2021-07-13T06:30:07.375,66
2021-07-13T06:25:07.341,52
2021-07-13T06:20:07.275,41
2021-07-13T06:15:07.352,32
2021-07-13T06:10:07.362,30
2021-07-13T06:05:07.317,29
2021-07-13T06:00:07.376,27
2021-07-13T05:55:07.535,25
2021-07-13T05:50:07.315,23
2021-07-13T05:45:07.267,21
2021-07-13T05:40:07.300,19
2021-07-13T05:35:07.339,16
2021-07-13T05:30:07.117,13
2021-07-13T05:25:07.272,11
2021-07-13T05:20:07.034,8
2021-07-13T05:15:07.336,6
2021-07-13T05:10:07.223,4
2021-07-13T05:05:07.231,2
2021-07-13T05:00:07.199,1
2021-07-13T04:55:07.349,0
2021-07-13T04:50:07.400,0
2021-07-13T04:45:07.257,0
2021-07-13T04:40:07.394,0
2021-07-13T04:35:07.380,0
2021-07-13T04:30:07.236,0
2021-07-13T04:25:07.356,0
2021-07-13T04:20:07.304,0
