SETEMBRE 2020															
Dia	Hora	Temperatura modul	Irradiación (W/m2)	Isc en el W/m2	Isc temperatura	Voc temp.	Imp temp	Vmp temp	P unitaria temp (W)	Potencia parque calculada con temperatura kW	Potencia parque calculada con temperatura kW con degradación placas	Potencia instantanea inversors kW	Diferencia inversors vs Pcalculada	Potencia instanea a comptador con coefciente entre inversor y contador de la planta	PR  %
8/9/2020	14:40	58,7	1025,228726	9,739672897	9,899747897	41,283933	9,451654045	33,582375	317,4089905	1548,321056	1509,613029	1276,1658	-15,46%	1226,52295	81,25%
8/9/2020	14:45	59,35	1021,22549	9,701642155	9,864804655	41,1910415	9,418292444	33,5068125	315,576959	1539,384406	1500,899796	1266,8571	-15,59%	1217,576359	81,12%
8/9/2020	14:50	59,79	1018,823529	9,678823526	9,844076026	41,1281611	9,398502058	33,4556625	314,4331129	1533,804725	1495,459606	1263,6405	-15,50%	1214,484885	81,21%
8/9/2020	14:55	57,833	1012,418333	9,617974164	9,773932339	41,4077931	9,331533296	33,68312888	314,3152386	1533,229734	1494,898991	1260,741	-15,66%	1211,698175	81,06%
8/9/2020	15:00	58,717	1009,215686	9,587549017	9,747703342	41,2815464	9,306491507	33,58043363	312,5160203	1524,453147	1486,341818	1264,5171	-14,92%	1215,327385	81,77%
8/9/2020	15:05	58,37	1003,45098	9,53278431	9,69129181	41,3310933	9,252633339	33,6207375	311,0803567	1517,44998	1479,51373	1266,1671	-14,42%	1216,9132	82,25%
8/9/2020	15:10	53,85	998,8071569	9,488667991	9,625705491	41,9770465	9,190015663	34,1461875	313,803998	1530,735902	1492,467504	1270,7633	-14,85%	1221,330608	81,83%
8/9/2020	15:15	53,65	994,0032353	9,443030735	9,579118235	42,0056285	9,145537094	34,1694375	312,4978581	1524,364552	1486,255438	1261,7596	-15,10%	1212,677152	81,59%
8/9/2020	15:20	54,89	989,0392157	9,395872549	9,537850049	41,8284201	9,106136836	34,0252875	309,8389239	1511,394271	1473,609414	1258,2125	-14,62%	1209,268034	82,06%
8/9/2020	15:25	54,817	985,1960784	9,359362745	9,50099207	41,8388954	9,070947166	34,03380863	308,7188799	1505,930696	1468,282429	1246,0871	-15,13%	1197,614312	81,57%
8/9/2020	15:30	56,233	980,3757843	9,313569951	9,461928126	41,6364491	9,033651379	33,86912888	305,9619028	1492,482162	1455,170108	1235,8988	-15,07%	1187,822337	81,63%
8/9/2020	15:35	56,57	970,7058824	9,221705883	9,371663383	41,5883313	8,947472303	33,8299875	302,6928762	1476,53585	1439,622454	1234,7221	-14,23%	1186,69141	82,43%
8/9/2020	15:40	57,083	960,2777451	9,122638578	9,275034253	41,5149756	8,855216914	33,77031638	299,0434767	1458,73408	1422,265728	1224,5612	-13,90%	1176,925769	82,75%
8/9/2020	15:45	55,783	932,254902	8,856421569	9,002642244	41,7007586	8,595154227	33,92144138	291,5600202	1422,229779	1386,674034	1059,2883	-23,61%	1018,081985	73,42%
8/9/2020	15:50	52,69	947,627451	9,002460785	9,133988285	42,1428221	8,720555131	34,2810375	298,9496775	1458,276527	1421,819613	1226,4996	-13,74%	1178,788766	82,91%
8/9/2020	15:55	52,483	936,2581373	8,894452304	9,024997979	42,1723616	8,616498071	34,30506638	295,5895382	1441,885768	1405,838623	1211,5916	-13,82%	1164,460687	82,83%
8/9/2020	16:00	51,7	919,4444118	8,734721912	8,861546912	42,284303	8,460445315	34,396125	291,0065346	1419,529876	1384,041629	1197,6854	-13,46%	1151,095438	83,17%
8/9/2020	16:05	50,39	906,3137255	8,609980392	8,730582892	42,4715151	8,33540914	34,5484125	287,9751533	1404,742798	1369,624228	1179,9888	-13,85%	1134,087236	82,80%
8/9/2020	16:10	50,65	902,6306863	8,57499152	8,69682902	42,4343585	8,303183075	34,5181875	286,6108302	1398,08763	1363,135439	1175,2004	-13,79%	1129,485104	82,86%
8/9/2020	16:15	52,467	885,8169608	8,415261128	8,545727953	42,1747339	8,158921319	34,30699613	279,9080821	1365,391624	1331,256834	1154,8738	-13,25%	1109,949209	83,38%
8/9/2020	16:20	54,89	875,5686275	8,317901961	8,459879461	41,8284201	8,076958601	34,0252875	274,8208385	1340,57605	1307,061649	1139,8933	-12,79%	1095,551451	83,82%
8/9/2020	16:25	53,1	869,8039216	8,263137255	8,396612255	42,084229	8,016555069	34,233375	274,4337359	1338,687764	1305,22057	1132,3396	-13,25%	1088,29159	83,38%
8/9/2020	16:30	51,95	859,3953922	8,164256226	8,292268726	42,2485755	7,916934457	34,3670625	272,0817813	1327,214929	1294,034556	1124,2488	-13,12%	1080,515522	83,50%
8/9/2020	16:35	51,55	821,7647059	7,806764706	7,932877206	42,3057395	7,573810133	34,4135625	260,6417884	1271,410644	1239,625378	1069,3467	-13,74%	1027,749113	82,91%
8/9/2020	16:40	53,1	840,1797059	7,981707206	8,115182206	42,084229	7,747863433	34,233375	265,2355143	1293,818839	1261,473368	1090,6812	-13,54%	1048,253701	83,10%
8/9/2020	16:45	53,1	823,3659804	7,821976814	7,955451814	42,084229	7,595362942	34,233375	260,0149079	1268,352721	1236,643903	1070,2833	-13,45%	1028,64928	83,18%
8/9/2020	16:50	49,61	802,5490196	7,624215686	7,741113186	42,5829849	7,390725958	34,6390875	256,0080031	1248,807039	1217,586863	1051,1605	-13,67%	1010,270357	82,97%
8/9/2020	16:55	50,433	784,9346078	7,456878774	7,577686949	42,4653271	7,234696908	34,54337888	249,9108763	1219,065255	1188,588623	1032,6054	-13,12%	992,4370499	83,50%
8/9/2020	17:00	47,733	776,9281373	7,380817304	7,488800479	42,8511841	7,149833721	34,85725388	249,2235692	1215,71257	1185,319756	1027,4829	-13,32%	987,5138152	83,31%
8/9/2020	17:05	46,51	761,2352941	7,231735294	7,333907794	43,0260059	7,001951967	34,9994625	245,0645553	1195,424901	1165,539278	1010,1691	-13,33%	970,873522	83,30%
8/9/2020	17:10	49,45	737,6634314	7,007802598	7,123940098	42,6058505	6,801488073	34,6576875	235,7238482	1149,860931	1121,114408	979,365	-12,64%	941,2677015	83,96%
8/9/2020	17:15	47,867	715,1797059	6,794207206	6,902824031	42,8321199	6,590380417	34,84174613	229,6203614	1120,088123	1092,08592	953,9288	-12,65%	916,8209697	83,95%
8/9/2020	17:20	46,67	694,8431373	6,601009804	6,703942304	43,0031403	6,400500705	34,9808625	223,8950351	1092,159981	1064,855982	932,1325	-12,46%	895,8725458	84,13%
8/9/2020	17:25	49,783	676,7483333	6,429109166	6,546829841	42,5582186	6,250499649	34,61894138	216,3856809	1055,529351	1029,141118	905,8819	-11,98%	870,6430941	84,60%
8/9/2020	17:30	50,1	656,7320588	6,238954559	6,358179559	42,512959	6,070388273	34,582125	209,9269261	1024,023545	998,4229567	885,3912	-11,32%	850,9494823	85,23%
8/9/2020	17:35	46,27	642,9607843	6,108127451	6,209159951	43,0603043	5,928113764	35,0273625	207,6461897	1012,898114	987,5756607	869,8291	-11,92%	835,992748	84,65%
8/9/2020	17:40	46,683	629,5098039	5,980343137	6,083338812	43,0012396	5,807987687	34,97931638	203,1594388	991,0117425	966,2364489	851,8338	-11,84%	818,6974652	84,73%
8/9/2020	17:45	46,783	610,2941177	5,797794118	5,901264793	42,9869486	5,634154913	34,96769138	197,0133902	961,0313172	937,0055343	831,3504	-11,28%	799,0108694	85,27%
8/9/2020	17:50	45,13	590,1176471	5,606117647	5,701735147	43,2232217	5,443656609	35,1598875	191,398354	933,6411707	910,3001414	803,8863	-11,69%	772,6151229	84,87%
8/9/2020	17:55	43,017	567,8595098	5,394665343	5,480244668	43,5252334	5,232191488	35,40555863	185,2486625	903,6429756	881,0519012	774,3658	-12,11%	744,2429704	84,47%
8/9/2020	18:00	44,3	541,4379412	5,143660441	5,235335441	43,341837	4,998367627	35,256375	176,2243234	859,6222497	838,1316935	737,1216	-12,05%	708,4475698	84,53%
8/9/2020	18:05	45,89	522,8627451	4,967196078	5,066423578	43,1146101	4,837101248	35,0715375	169,6445778	827,5262506	806,8380943	712,835	-11,65%	685,1057185	84,91%
8/9/2020	18:10	44,85	505,4085294	4,801381029	4,895668529	43,2632365	4,674075112	35,1924375	164,4920962	802,3924454	782,3326343	686,4845	-12,25%	659,780253	84,34%
8/9/2020	18:15	45,383	482,9248039	4,587785637	4,684606312	43,1870226	4,472566237	35,13044138	157,123226	766,4470963	747,2859189	661,9304	-11,42%	636,1813074	85,13%
8/9/2020	18:20	43,17	464,1568628	4,409490197	4,495797697	43,5033253	4,292303696	35,3877375	151,8949165	740,9434024	722,4198174	634,6346	-12,15%	609,9473141	84,43%
8/9/2020	18:25	42,383	430,8497059	4,093072206	4,175642881	43,6157526	3,986640098	35,47919138	141,442767	689,9578173	672,7088719	589,6121	-12,35%	566,6761893	84,24%
8/9/2020	18:30	41,283	406,830098	3,864885931	3,942231606	43,7729536	3,763793754	35,60706638	134,017654	653,7381164	637,3946635	572,7837	-10,14%	550,5024141	86,37%
8/9/2020	18:35	40,73	388,254902	3,688421569	3,763139069	43,8520257	3,592807511	35,6713875	128,1604289	625,1665724	609,5374081	533,1758	-12,53%	512,4352614	84,07%
8/9/2020	18:40	41,417	348,3823529	3,309632353	3,387611678	43,7538894	3,234277675	35,59155863	115,1129835	561,5211335	547,4831051	477,2237	-12,83%	458,6596981	83,78%
8/9/2020	18:45	40,783	345,1797059	3,279207206	3,354177881	43,8444086	3,202357198	35,66519138	114,2126823	557,1294643	543,2012277	486,6663	-10,41%	467,7349809	86,11%
8/9/2020	18:50	40,99	327,7254902	3,113392157	3,189344657	43,8148691	3,044984846	35,6411625	108,5267997	529,393729	516,1588858	456,5313	-11,55%	438,7722324	85,01%
8/9/2020	18:55	40,333	305,9477451	2,906503578	2,979336753	43,9087181	2,844482564	35,71750388	101,597817	495,5941513	483,2042975	425,2913	-11,99%	408,7474684	84,59%
8/9/2020	19:00	37,433	282,7287255	2,685922892	2,744981067	44,3231571	2,620734556	36,05462888	94,48961179	460,9203263	449,3973181	396,3696	-11,80%	380,9508226	84,77%
8/9/2020	19:05	37,867	259,5098039	2,465343137	2,526459962	44,2612199	2,412104406	36,00424613	86,84600071	423,6347915	413,0439217	358,4142	-13,23%	344,4718876	83,40%
8/9/2020	19:10	34,91	182,5686275	1,734401961	1,781474461	44,6837619	1,700839301	36,3479625	61,82204315	301,5679265	294,0287283	241,9542	-17,71%	232,5421816	79,09%
8/9/2020	19:15	35,617	182,5490196	1,734215686	1,784645011	44,5827674	1,703866342	36,26580863	61,79209069	301,4218184	293,8862729	272,0638	-7,43%	261,4805182	88,97%
8/9/2020	19:20	35,617	160,9313726	1,52884804	1,579277365	44,5827674	1,507794284	36,26580863	54,68137895	266,7357665	260,0673723	222,2598	-14,54%	213,6138938	82,14%
8/9/2020	19:25	33,37	163,3333333	1,551666666	1,591424166	44,9038433	1,519391283	36,5269875	55,4987864	270,7230801	263,9550031	228,1163	-13,58%	219,2425759	83,06%
8/9/2020	19:30	32,933	134,5098039	1,277843137	1,315526312	44,9662521	1,255981437	36,57775388	45,94097987	224,1000998	218,4975973	181,775	-16,81%	174,7039525	79,96%
8/9/2020	19:35	31,967	48,83990196	0,4639790686	0,4970708936	45,1043889	0,4745718953	36,69012113	17,41210032	84,93622536	82,81281973	55,0216	-33,56%	52,88125976	63,86%
8/9/2020	19:40	31,05	73,98039216	0,7028137255	0,7315512255	45,2353945	0,6984389069	36,7966875	25,70023819	125,3657619	122,2316179	105,7584	-13,48%	101,6443982	83,16%
8/9/2020	19:45	30,133	72,05882353	0,6845588235	0,7089419985	45,3664001	0,6768530449	36,90325388	24,97807975	121,843073	118,7969962	100,5817	-15,33%	96,66907187	81,37%
8/9/2020	19:50	31,633	78,46401961	0,7454081863	0,7769163613	45,1520351	0,7417506734	36,72887888	27,24367064	132,8946254	129,5722597	111,8692	-13,66%	107,5174881	82,98%
8/9/2020	19:55	31,21	66,29411765	0,6297941177	0,6592916177	45,2125289	0,6294499971	36,7780875	23,14996707	112,9255394	110,1024009	93,2158	-15,34%	89,58970538	81,37%
8/9/2020	20:00	29,183	56,84637255	0,5400405392	0,5599112142	45,5021646	0,5345678645	37,01369138	19,78632996	96,51771753	94,10477459	75,9841	-19,26%	73,02831851	77,60%
8/9/2020	20:05	28,75	45,6372549	0,4335539216	0,4513664216	45,5640875	0,4309361519	37,0640625	15,97224447	77,91260852	75,96479331	60,3388	-20,57%	57,99162068	76,34%
8/9/2020	20:10	28,61	36,50980392	0,3468431372	0,3639906372	45,5840949	0,3475152716	37,0803375	12,88598356	62,85782778	61,28638209	46,3411	-24,39%	44,53843121	72,67%
8/9/2020	20:15	28,517	29,62421569	0,2814300491	0,2981343741	45,5974284	0,2846398708	37,09118363	10,55762972	51,50011775	50,21261481	32,9359	-34,41%	31,65469349	63,04%
8/9/2020	20:20	28,317	22,41833333	0,2129741666	0,2287284916	45,6260104	0,2183755178	37,11443363	8,104883661	39,5356225	38,54723194	20,9198	-45,73%	20,10601978	52,16%
8/9/2020	20:25	28,75	19,21568628	0,1825490197	0,2003615197	45,5640875	0,1912925246	37,0640625	7,090078086	34,5854009	33,72076588	13,8275	-58,99%	13,28961025	39,41%
8/9/2020	20:30	28,333	3,202647059	0,03042514706	0,04625832206	45,6236381	0,04416452433	37,11250388	1,63905608	7,995315559	7,79543267	8,5412	9,57%	8,20894732	105,30%
8/9/2020	20:35	29,167	0	0	0	0	0	0	0	0	0	3,7845	0,00%	3,63728295	0,00%
8/9/2020	20:40	27,69	0	0	0	0	0	0	0	0	0	1,1788	0,00%	1,13294468	0,00%
8/9/2020	20:45	28,2	0	0	0	0	0	0	0	0	0	0,1129	0,00%	0,10850819	0,00%
8/9/2020	20:50	27,333	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	20:55	28,59	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:00	28,617	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:05	28,2	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:10	27,73	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:15	28,2	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:20	28,1	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:25	26,83	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:30	28	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:35	29,05	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:40	28,61	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:45	27,883	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:50	27,467	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	21:55	28,09	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:00	27,467	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:05	27,433	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:10	27,17	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:15	27,017	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:20	26,6	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:25	25,79	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:30	25,317	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:35	25,733	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:40	25,517	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:45	26,31	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:50	25,85	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	22:55	25,517	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:00	25,93	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:05	26,3	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:10	25,967	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:15	25,41	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:20	25,317	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:25	26,4	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:30	25,41	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:35	26,417	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:40	25,2	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:45	25,25	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:50	25,2	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
8/9/2020	23:55	25,083	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:00	24,63	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:05	25	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:10	24,55	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:15	25,11	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:20	24,75	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:25	25,1	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:30	24,75	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:35	24,883	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:40	23,6	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:45	23,97	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:50	23,583	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	0:55	24,017	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:00	23,71	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:05	23,383	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:10	23,167	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:15	22,97	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:20	24,133	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:25	22,95	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:30	23,35	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:35	22,967	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:40	22,667	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:45	22,59	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:50	22,633	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	1:55	22,85	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:00	22,55	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:05	23,033	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:10	22,817	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:15	23,15	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:20	22,93	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:25	22,317	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:30	22,183	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:35	23,19	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:40	22,633	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:45	21,983	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:50	21,79	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	2:55	22,833	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:00	22	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:05	21,79	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:10	22,2	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:15	22,1	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:20	21,55	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:25	22,333	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:30	22,217	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:35	21,79	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:40	23,25	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:45	22,1	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:50	22,43	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	3:55	21,467	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:00	22,317	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:05	21,53	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:10	21,9	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:15	22,633	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:20	22,31	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:25	20,933	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:30	22,217	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:35	21,55	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:40	22	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:45	22,217	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:50	22,21	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	4:55	22,117	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:00	21,017	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:05	21,41	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:10	21,783	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:15	21,017	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:20	21,01	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:25	22	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:30	21,25	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:35	21,69	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:40	21,567	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:45	21,35	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:50	21,55	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	5:55	22,117	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:00	21,567	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:05	20,583	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:10	20,89	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:15	21,583	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:20	21,467	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:25	20,75	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:30	21,233	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:35	21,567	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:40	22,21	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:45	21,233	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:50	21,133	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	6:55	21,15	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:00	20,8	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:05	22,35	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:10	21,95	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:15	21,35	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:20	21,017	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:25	21,67	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:30	21,467	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:35	21,033	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:40	20,75	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:45	20,933	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:50	20,817	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	7:55	21,01	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	8:00	21,45	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	8:05	21,567	0	0	0	0	0	0	0	0	0	0	0,00%	0	0,00%
9/9/2020	8:10	21,03	0	0	0	0	0	0	0	0	0	4,2674	0,00%	4,10139814	0,00%
9/9/2020	8:15	19,833	6,405196078	0,06084936274	0,03630753774	46,8383731	0,03466414393	38,10062888	1,320725683	6,442499882	6,281437385	11,0693	76,22%	10,63870423	169,37%
9/9/2020	8:20	20,5	16,81372549	0,1597303922	0,1383553922	46,743095	0,1320929902	38,023125	5,022588278	24,50018562	23,88768098	16,8363	-29,52%	16,18136793	67,74%
9/9/2020	8:25	20,91	25,94117647	0,2464411765	0,2270136765	46,6845019	0,2167383206	37,9754625	8,230737966	40,1495398	39,1458013	23,0757	-41,05%	22,17805527	56,66%
9/9/2020	8:30	19,3	30,42480392	0,2890356372	0,2619606372	46,914587	0,2501034716	38,162625	9,544604996	46,55858317	45,39461859	29,817	-34,32%	28,6571187	63,13%
9/9/2020	8:35	19,95	39,23205882	0,3727045588	0,3487170588	46,8216955	0,3329330235	38,0870625	12,68044087	61,85519058	60,30881082	37,6467	-37,58%	36,18224337	59,99%
9/9/2020	8:40	21,01	46,11764706	0,4381176471	0,4191651471	46,6702109	0,4001924088	37,9638375	15,19283958	74,11067146	72,25790467	46,5342	-35,60%	44,72401962	61,89%
9/9/2020	8:45	19,517	56,04578431	0,5324349509	0,5063892759	46,8836184	0,4834684982	38,13743363	18,43824776	89,94177257	87,69322826	57,6343	-34,28%	55,39232573	63,17%
